id_cliente,campaña,tipo_campaña,mes,año,respuesta_real,respuesta_predicha,probabilidad_compra,respuesta_real_texto,respuesta_predicha_texto,resultado_clasificacion
4788,Día del Padre,Familiar,Junio,2025,0,0,0.197769,No compró,No comprará,Verdadero negativo
4788,Fiestas Patrias,Festiva,Julio,2025,0,0,0.39682,No compró,No comprará,Verdadero negativo
4788,Navidad,Festiva,Diciembre,2025,0,1,0.596156,No compró,Comprará,Falso positivo
4789,Black Friday,Digital,Noviembre,2025,0,0,0.252163,No compró,No comprará,Verdadero negativo
4789,Campaña Escolar,Escolar,Febrero,2025,0,0,0.325759,No compró,No comprará,Verdadero negativo
4789,Campaña Escolar,Escolar,Marzo,2025,0,0,0.397115,No compró,No comprará,Verdadero negativo
4789,Cyber Wow Abril,Digital,Abril,2025,0,0,0.154743,No compró,No comprará,Verdadero negativo
4789,Cyber Wow Julio,Digital,Julio,2025,0,0,0.19774,No compró,No comprará,Verdadero negativo
4789,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.187784,No compró,No comprará,Verdadero negativo
4789,Día de la Madre,Familiar,Mayo,2025,0,0,0.215393,No compró,No comprará,Verdadero negativo
4789,Día del Padre,Familiar,Junio,2025,0,0,0.225205,No compró,No comprará,Verdadero negativo
4789,Fiestas Patrias,Festiva,Julio,2025,0,0,0.404331,No compró,No comprará,Verdadero negativo
4789,Navidad,Festiva,Diciembre,2025,0,1,0.602613,No compró,Comprará,Falso positivo
4790,Black Friday,Digital,Noviembre,2025,0,0,0.06992,No compró,No comprará,Verdadero negativo
4790,Campaña Escolar,Escolar,Febrero,2025,0,0,0.237737,No compró,No comprará,Verdadero negativo
4790,Campaña Escolar,Escolar,Marzo,2025,0,0,0.218274,No compró,No comprará,Verdadero negativo
4790,Cyber Wow Abril,Digital,Abril,2025,0,0,0.065037,No compró,No comprará,Verdadero negativo
4790,Cyber Wow Julio,Digital,Julio,2025,0,0,0.154565,No compró,No comprará,Verdadero negativo
4790,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.0649,No compró,No comprará,Verdadero negativo
4790,Día de la Madre,Familiar,Mayo,2025,0,0,0.140031,No compró,No comprará,Verdadero negativo
4790,Día del Padre,Familiar,Junio,2025,0,0,0.106564,No compró,No comprará,Verdadero negativo
4790,Fiestas Patrias,Festiva,Julio,2025,0,0,0.293775,No compró,No comprará,Verdadero negativo
4790,Navidad,Festiva,Diciembre,2025,0,0,0.357052,No compró,No comprará,Verdadero negativo
4791,Black Friday,Digital,Noviembre,2025,0,0,0.218517,No compró,No comprará,Verdadero negativo
4791,Campaña Escolar,Escolar,Febrero,2025,0,0,0.36135,No compró,No comprará,Verdadero negativo
4791,Campaña Escolar,Escolar,Marzo,2025,0,0,0.408043,No compró,No comprará,Verdadero negativo
4791,Cyber Wow Abril,Digital,Abril,2025,0,0,0.171183,No compró,No comprará,Verdadero negativo
4791,Cyber Wow Julio,Digital,Julio,2025,0,0,0.180717,No compró,No comprará,Verdadero negativo
4791,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.154903,No compró,No comprará,Verdadero negativo
4791,Día de la Madre,Familiar,Mayo,2025,0,0,0.249916,No compró,No comprará,Verdadero negativo
4791,Día del Padre,Familiar,Junio,2025,0,0,0.219194,No compró,No comprará,Verdadero negativo
4791,Fiestas Patrias,Festiva,Julio,2025,0,0,0.368702,No compró,No comprará,Verdadero negativo
4791,Navidad,Festiva,Diciembre,2025,0,1,0.561538,No compró,Comprará,Falso positivo
4792,Black Friday,Digital,Noviembre,2025,1,0,0.361054,Compró,No comprará,Falso negativo
4792,Campaña Escolar,Escolar,Febrero,2025,1,0,0.332669,Compró,No comprará,Falso negativo
4792,Campaña Escolar,Escolar,Marzo,2025,0,0,0.402064,No compró,No comprará,Verdadero negativo
4792,Cyber Wow Abril,Digital,Abril,2025,1,0,0.190401,Compró,No comprará,Falso negativo
4792,Cyber Wow Julio,Digital,Julio,2025,0,0,0.289062,No compró,No comprará,Verdadero negativo
4792,Cyber Wow Noviembre,Digital,Noviembre,2025,1,0,0.221228,Compró,No comprará,Falso negativo
4792,Día de la Madre,Familiar,Mayo,2025,0,0,0.28334,No compró,No comprará,Verdadero negativo
4792,Día del Padre,Familiar,Junio,2025,0,0,0.2659,No compró,No comprará,Verdadero negativo
4792,Fiestas Patrias,Festiva,Julio,2025,0,1,0.500814,No compró,Comprará,Falso positivo
4792,Navidad,Festiva,Diciembre,2025,0,1,0.761579,No compró,Comprará,Falso positivo
4793,Black Friday,Digital,Noviembre,2025,0,0,0.209657,No compró,No comprará,Verdadero negativo
4793,Campaña Escolar,Escolar,Febrero,2025,0,0,0.320212,No compró,No comprará,Verdadero negativo
4793,Campaña Escolar,Escolar,Marzo,2025,0,0,0.386677,No compró,No comprará,Verdadero negativo
4793,Cyber Wow Abril,Digital,Abril,2025,0,0,0.158997,No compró,No comprará,Verdadero negativo
4793,Cyber Wow Julio,Digital,Julio,2025,0,0,0.168623,No compró,No comprará,Verdadero negativo
4793,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.128256,No compró,No comprará,Verdadero negativo
4793,Día de la Madre,Familiar,Mayo,2025,0,0,0.27278,No compró,No comprará,Verdadero negativo
4793,Día del Padre,Familiar,Junio,2025,0,0,0.226371,No compró,No comprará,Verdadero negativo
4793,Fiestas Patrias,Festiva,Julio,2025,0,0,0.368108,No compró,No comprará,Verdadero negativo
4793,Navidad,Festiva,Diciembre,2025,0,1,0.601188,No compró,Comprará,Falso positivo
4794,Black Friday,Digital,Noviembre,2025,0,0,0.224683,No compró,No comprará,Verdadero negativo
4794,Campaña Escolar,Escolar,Febrero,2025,1,0,0.318096,Compró,No comprará,Falso negativo
4794,Campaña Escolar,Escolar,Marzo,2025,0,0,0.375458,No compró,No comprará,Verdadero negativo
4794,Cyber Wow Abril,Digital,Abril,2025,0,0,0.158251,No compró,No comprará,Verdadero negativo
4794,Cyber Wow Julio,Digital,Julio,2025,0,0,0.263205,No compró,No comprará,Verdadero negativo
4794,Cyber Wow Noviembre,Digital,Noviembre,2025,1,0,0.223416,Compró,No comprará,Falso negativo
4794,Día de la Madre,Familiar,Mayo,2025,0,0,0.257289,No compró,No comprará,Verdadero negativo
4794,Día del Padre,Familiar,Junio,2025,0,0,0.271702,No compró,No comprará,Verdadero negativo
4794,Fiestas Patrias,Festiva,Julio,2025,0,0,0.363244,No compró,No comprará,Verdadero negativo
4794,Navidad,Festiva,Diciembre,2025,0,1,0.67899,No compró,Comprará,Falso positivo
4795,Black Friday,Digital,Noviembre,2025,0,0,0.179075,No compró,No comprará,Verdadero negativo
4795,Campaña Escolar,Escolar,Febrero,2025,0,0,0.225437,No compró,No comprará,Verdadero negativo
4795,Campaña Escolar,Escolar,Marzo,2025,0,0,0.311517,No compró,No comprará,Verdadero negativo
4795,Cyber Wow Abril,Digital,Abril,2025,0,0,0.097362,No compró,No comprará,Verdadero negativo
4795,Cyber Wow Julio,Digital,Julio,2025,1,0,0.127498,Compró,No comprará,Falso negativo
4795,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.162123,No compró,No comprará,Verdadero negativo
4795,Día de la Madre,Familiar,Mayo,2025,0,0,0.136162,No compró,No comprará,Verdadero negativo
4795,Día del Padre,Familiar,Junio,2025,0,0,0.166916,No compró,No comprará,Verdadero negativo
4795,Fiestas Patrias,Festiva,Julio,2025,0,0,0.347361,No compró,No comprará,Verdadero negativo
4795,Navidad,Festiva,Diciembre,2025,0,1,0.564258,No compró,Comprará,Falso positivo
4796,Black Friday,Digital,Noviembre,2025,0,0,0.358268,No compró,No comprará,Verdadero negativo
4796,Campaña Escolar,Escolar,Febrero,2025,0,0,0.363133,No compró,No comprará,Verdadero negativo
4796,Campaña Escolar,Escolar,Marzo,2025,0,0,0.463982,No compró,No comprará,Verdadero negativo
4796,Cyber Wow Abril,Digital,Abril,2025,0,0,0.216645,No compró,No comprará,Verdadero negativo
4796,Cyber Wow Julio,Digital,Julio,2025,0,0,0.26891,No compró,No comprará,Verdadero negativo
4796,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.249396,No compró,No comprará,Verdadero negativo
4796,Día de la Madre,Familiar,Mayo,2025,0,0,0.292419,No compró,No comprará,Verdadero negativo
4796,Día del Padre,Familiar,Junio,2025,0,0,0.239001,No compró,No comprará,Verdadero negativo
4796,Fiestas Patrias,Festiva,Julio,2025,0,0,0.444398,No compró,No comprará,Verdadero negativo
4796,Navidad,Festiva,Diciembre,2025,0,1,0.756393,No compró,Comprará,Falso positivo
4797,Black Friday,Digital,Noviembre,2025,0,0,0.203566,No compró,No comprará,Verdadero negativo
4797,Campaña Escolar,Escolar,Febrero,2025,0,0,0.294863,No compró,No comprará,Verdadero negativo
4797,Campaña Escolar,Escolar,Marzo,2025,0,0,0.351429,No compró,No comprará,Verdadero negativo
4797,Cyber Wow Abril,Digital,Abril,2025,0,0,0.146408,No compró,No comprará,Verdadero negativo
4797,Cyber Wow Julio,Digital,Julio,2025,0,0,0.193329,No compró,No comprará,Verdadero negativo
4797,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.133145,No compró,No comprará,Verdadero negativo
4797,Día de la Madre,Familiar,Mayo,2025,0,0,0.20484,No compró,No comprará,Verdadero negativo
4797,Día del Padre,Familiar,Junio,2025,0,0,0.228736,No compró,No comprará,Verdadero negativo
4797,Fiestas Patrias,Festiva,Julio,2025,0,0,0.319976,No compró,No comprará,Verdadero negativo
4797,Navidad,Festiva,Diciembre,2025,0,0,0.491618,No compró,No comprará,Verdadero negativo
4798,Black Friday,Digital,Noviembre,2025,0,0,0.314216,No compró,No comprará,Verdadero negativo
4798,Campaña Escolar,Escolar,Febrero,2025,0,0,0.343386,No compró,No comprará,Verdadero negativo
4798,Campaña Escolar,Escolar,Marzo,2025,0,0,0.407848,No compró,No comprará,Verdadero negativo
4798,Cyber Wow Abril,Digital,Abril,2025,0,0,0.158037,No compró,No comprará,Verdadero negativo
4798,Cyber Wow Julio,Digital,Julio,2025,0,0,0.213231,No compró,No comprará,Verdadero negativo
4798,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.196571,No compró,No comprará,Verdadero negativo
4798,Día de la Madre,Familiar,Mayo,2025,0,0,0.249241,No compró,No comprará,Verdadero negativo
4798,Día del Padre,Familiar,Junio,2025,0,0,0.240704,No compró,No comprará,Verdadero negativo
4798,Fiestas Patrias,Festiva,Julio,2025,0,0,0.469994,No compró,No comprará,Verdadero negativo
4798,Navidad,Festiva,Diciembre,2025,0,1,0.690713,No compró,Comprará,Falso positivo
4799,Black Friday,Digital,Noviembre,2025,0,0,0.425997,No compró,No comprará,Verdadero negativo
4799,Campaña Escolar,Escolar,Febrero,2025,0,0,0.424267,No compró,No comprará,Verdadero negativo
4799,Campaña Escolar,Escolar,Marzo,2025,0,0,0.440951,No compró,No comprará,Verdadero negativo
4799,Cyber Wow Abril,Digital,Abril,2025,0,0,0.206043,No compró,No comprará,Verdadero negativo
4799,Cyber Wow Julio,Digital,Julio,2025,0,0,0.241622,No compró,No comprará,Verdadero negativo
4799,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.272406,No compró,No comprará,Verdadero negativo
4799,Día de la Madre,Familiar,Mayo,2025,0,0,0.315894,No compró,No comprará,Verdadero negativo
4799,Día del Padre,Familiar,Junio,2025,0,0,0.257705,No compró,No comprará,Verdadero negativo
4799,Fiestas Patrias,Festiva,Julio,2025,1,0,0.408155,Compró,No comprará,Falso negativo
4799,Navidad,Festiva,Diciembre,2025,0,1,0.749896,No compró,Comprará,Falso positivo
4800,Black Friday,Digital,Noviembre,2025,0,0,0.328091,No compró,No comprará,Verdadero negativo
4800,Campaña Escolar,Escolar,Febrero,2025,0,0,0.288158,No compró,No comprará,Verdadero negativo
4800,Campaña Escolar,Escolar,Marzo,2025,0,0,0.363107,No compró,No comprará,Verdadero negativo
4800,Cyber Wow Abril,Digital,Abril,2025,0,0,0.138806,No compró,No comprará,Verdadero negativo
4800,Cyber Wow Julio,Digital,Julio,2025,0,0,0.215862,No compró,No comprará,Verdadero negativo
4800,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.214902,No compró,No comprará,Verdadero negativo
4800,Día de la Madre,Familiar,Mayo,2025,0,0,0.241947,No compró,No comprará,Verdadero negativo
4800,Día del Padre,Familiar,Junio,2025,1,0,0.253876,Compró,No comprará,Falso negativo
4800,Fiestas Patrias,Festiva,Julio,2025,0,0,0.452429,No compró,No comprará,Verdadero negativo
4800,Navidad,Festiva,Diciembre,2025,1,1,0.668882,Compró,Comprará,Verdadero positivo
4801,Black Friday,Digital,Noviembre,2025,0,0,0.142814,No compró,No comprará,Verdadero negativo
4801,Campaña Escolar,Escolar,Febrero,2025,0,0,0.271255,No compró,No comprará,Verdadero negativo
4801,Campaña Escolar,Escolar,Marzo,2025,0,0,0.293555,No compró,No comprará,Verdadero negativo
4801,Cyber Wow Abril,Digital,Abril,2025,0,0,0.118957,No compró,No comprará,Verdadero negativo
4801,Cyber Wow Julio,Digital,Julio,2025,0,0,0.134029,No compró,No comprará,Verdadero negativo
4801,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.116003,No compró,No comprará,Verdadero negativo
4801,Día de la Madre,Familiar,Mayo,2025,0,0,0.172245,No compró,No comprará,Verdadero negativo
4801,Día del Padre,Familiar,Junio,2025,0,0,0.162348,No compró,No comprará,Verdadero negativo
4801,Fiestas Patrias,Festiva,Julio,2025,0,0,0.304109,No compró,No comprará,Verdadero negativo
4801,Navidad,Festiva,Diciembre,2025,0,0,0.491142,No compró,No comprará,Verdadero negativo
4802,Black Friday,Digital,Noviembre,2025,0,0,0.325906,No compró,No comprará,Verdadero negativo
4802,Campaña Escolar,Escolar,Febrero,2025,0,0,0.269449,No compró,No comprará,Verdadero negativo
4802,Campaña Escolar,Escolar,Marzo,2025,0,0,0.416532,No compró,No comprará,Verdadero negativo
4802,Cyber Wow Abril,Digital,Abril,2025,0,0,0.228746,No compró,No comprará,Verdadero negativo
4802,Cyber Wow Julio,Digital,Julio,2025,0,0,0.293628,No compró,No comprará,Verdadero negativo
4802,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.197165,No compró,No comprará,Verdadero negativo
4802,Día de la Madre,Familiar,Mayo,2025,0,0,0.295922,No compró,No comprará,Verdadero negativo
4802,Día del Padre,Familiar,Junio,2025,1,0,0.22434,Compró,No comprará,Falso negativo
4802,Fiestas Patrias,Festiva,Julio,2025,0,1,0.50125,No compró,Comprará,Falso positivo
4802,Navidad,Festiva,Diciembre,2025,1,1,0.66544,Compró,Comprará,Verdadero positivo
4803,Black Friday,Digital,Noviembre,2025,0,0,0.359723,No compró,No comprará,Verdadero negativo
4803,Campaña Escolar,Escolar,Febrero,2025,1,0,0.327122,Compró,No comprará,Falso negativo
4803,Campaña Escolar,Escolar,Marzo,2025,0,0,0.413386,No compró,No comprará,Verdadero negativo
4803,Cyber Wow Abril,Digital,Abril,2025,1,0,0.196398,Compró,No comprará,Falso negativo
4803,Cyber Wow Julio,Digital,Julio,2025,0,0,0.23336,No compró,No comprará,Verdadero negativo
4803,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.234075,No compró,No comprará,Verdadero negativo
4803,Día de la Madre,Familiar,Mayo,2025,0,0,0.328029,No compró,No comprará,Verdadero negativo
4803,Día del Padre,Familiar,Junio,2025,0,0,0.297809,No compró,No comprará,Verdadero negativo
4803,Fiestas Patrias,Festiva,Julio,2025,0,0,0.449197,No compró,No comprará,Verdadero negativo
4803,Navidad,Festiva,Diciembre,2025,0,1,0.713367,No compró,Comprará,Falso positivo
4804,Black Friday,Digital,Noviembre,2025,0,0,0.199403,No compró,No comprará,Verdadero negativo
4804,Campaña Escolar,Escolar,Febrero,2025,0,0,0.305838,No compró,No comprará,Verdadero negativo
4804,Campaña Escolar,Escolar,Marzo,2025,0,0,0.346481,No compró,No comprará,Verdadero negativo
4804,Cyber Wow Abril,Digital,Abril,2025,0,0,0.102634,No compró,No comprará,Verdadero negativo
4804,Cyber Wow Julio,Digital,Julio,2025,0,0,0.20769,No compró,No comprará,Verdadero negativo
4804,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.152868,No compró,No comprará,Verdadero negativo
4804,Día de la Madre,Familiar,Mayo,2025,0,0,0.219168,No compró,No comprará,Verdadero negativo
4804,Día del Padre,Familiar,Junio,2025,0,0,0.210573,No compró,No comprará,Verdadero negativo
4804,Fiestas Patrias,Festiva,Julio,2025,0,0,0.374395,No compró,No comprará,Verdadero negativo
4804,Navidad,Festiva,Diciembre,2025,1,1,0.600672,Compró,Comprará,Verdadero positivo
4805,Black Friday,Digital,Noviembre,2025,0,0,0.229533,No compró,No comprará,Verdadero negativo
4805,Campaña Escolar,Escolar,Febrero,2025,0,0,0.271082,No compró,No comprará,Verdadero negativo
4805,Campaña Escolar,Escolar,Marzo,2025,0,0,0.322941,No compró,No comprará,Verdadero negativo
4805,Cyber Wow Abril,Digital,Abril,2025,1,0,0.117915,Compró,No comprará,Falso negativo
4805,Cyber Wow Julio,Digital,Julio,2025,0,0,0.210407,No compró,No comprará,Verdadero negativo
4805,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.194099,No compró,No comprará,Verdadero negativo
4805,Día de la Madre,Familiar,Mayo,2025,0,0,0.236859,No compró,No comprará,Verdadero negativo
4805,Día del Padre,Familiar,Junio,2025,0,0,0.228127,No compró,No comprará,Verdadero negativo
4805,Fiestas Patrias,Festiva,Julio,2025,0,0,0.433223,No compró,No comprará,Verdadero negativo
4805,Navidad,Festiva,Diciembre,2025,0,1,0.645637,No compró,Comprará,Falso positivo
4806,Black Friday,Digital,Noviembre,2025,0,0,0.100134,No compró,No comprará,Verdadero negativo
4806,Campaña Escolar,Escolar,Febrero,2025,0,0,0.20712,No compró,No comprará,Verdadero negativo
4806,Campaña Escolar,Escolar,Marzo,2025,0,0,0.27843,No compró,No comprará,Verdadero negativo
4806,Cyber Wow Abril,Digital,Abril,2025,0,0,0.102328,No compró,No comprará,Verdadero negativo
4806,Cyber Wow Julio,Digital,Julio,2025,0,0,0.174503,No compró,No comprará,Verdadero negativo
4806,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.093568,No compró,No comprará,Verdadero negativo
4806,Día de la Madre,Familiar,Mayo,2025,0,0,0.149079,No compró,No comprará,Verdadero negativo
4806,Día del Padre,Familiar,Junio,2025,0,0,0.150764,No compró,No comprará,Verdadero negativo
4806,Fiestas Patrias,Festiva,Julio,2025,0,0,0.279499,No compró,No comprará,Verdadero negativo
4806,Navidad,Festiva,Diciembre,2025,0,0,0.472794,No compró,No comprará,Verdadero negativo
4807,Black Friday,Digital,Noviembre,2025,0,0,0.356241,No compró,No comprará,Verdadero negativo
4807,Campaña Escolar,Escolar,Febrero,2025,0,0,0.367991,No compró,No comprará,Verdadero negativo
4807,Campaña Escolar,Escolar,Marzo,2025,0,0,0.39369,No compró,No comprará,Verdadero negativo
4807,Cyber Wow Abril,Digital,Abril,2025,0,0,0.230359,No compró,No comprará,Verdadero negativo
4807,Cyber Wow Julio,Digital,Julio,2025,0,0,0.224065,No compró,No comprará,Verdadero negativo
4807,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.238906,No compró,No comprará,Verdadero negativo
4807,Día de la Madre,Familiar,Mayo,2025,0,0,0.334824,No compró,No comprará,Verdadero negativo
4807,Día del Padre,Familiar,Junio,2025,0,0,0.258473,No compró,No comprará,Verdadero negativo
4807,Fiestas Patrias,Festiva,Julio,2025,1,0,0.45214,Compró,No comprará,Falso negativo
4807,Navidad,Festiva,Diciembre,2025,0,1,0.728648,No compró,Comprará,Falso positivo
4808,Black Friday,Digital,Noviembre,2025,0,0,0.223586,No compró,No comprará,Verdadero negativo
4808,Campaña Escolar,Escolar,Febrero,2025,0,0,0.270482,No compró,No comprará,Verdadero negativo
4808,Campaña Escolar,Escolar,Marzo,2025,0,0,0.292601,No compró,No comprará,Verdadero negativo
4808,Cyber Wow Abril,Digital,Abril,2025,0,0,0.132551,No compró,No comprará,Verdadero negativo
4808,Cyber Wow Julio,Digital,Julio,2025,0,0,0.136918,No compró,No comprará,Verdadero negativo
4808,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.152917,No compró,No comprará,Verdadero negativo
4808,Día de la Madre,Familiar,Mayo,2025,0,0,0.221499,No compró,No comprará,Verdadero negativo
4808,Día del Padre,Familiar,Junio,2025,0,0,0.197046,No compró,No comprará,Verdadero negativo
4808,Fiestas Patrias,Festiva,Julio,2025,0,0,0.275835,No compró,No comprará,Verdadero negativo
4808,Navidad,Festiva,Diciembre,2025,0,1,0.650163,No compró,Comprará,Falso positivo
4809,Black Friday,Digital,Noviembre,2025,0,0,0.184638,No compró,No comprará,Verdadero negativo
4809,Campaña Escolar,Escolar,Febrero,2025,0,0,0.272524,No compró,No comprará,Verdadero negativo
4809,Campaña Escolar,Escolar,Marzo,2025,0,0,0.271415,No compró,No comprará,Verdadero negativo
4809,Cyber Wow Abril,Digital,Abril,2025,0,0,0.103792,No compró,No comprará,Verdadero negativo
4809,Cyber Wow Julio,Digital,Julio,2025,0,0,0.130124,No compró,No comprará,Verdadero negativo
4809,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.115287,No compró,No comprará,Verdadero negativo
4809,Día de la Madre,Familiar,Mayo,2025,0,0,0.163396,No compró,No comprará,Verdadero negativo
4809,Día del Padre,Familiar,Junio,2025,0,0,0.129375,No compró,No comprará,Verdadero negativo
4809,Fiestas Patrias,Festiva,Julio,2025,0,0,0.31534,No compró,No comprará,Verdadero negativo
4809,Navidad,Festiva,Diciembre,2025,0,1,0.501587,No compró,Comprará,Falso positivo
4810,Black Friday,Digital,Noviembre,2025,0,0,0.348389,No compró,No comprará,Verdadero negativo
4810,Campaña Escolar,Escolar,Febrero,2025,0,0,0.363664,No compró,No comprará,Verdadero negativo
4810,Campaña Escolar,Escolar,Marzo,2025,0,0,0.450084,No compró,No comprará,Verdadero negativo
4810,Cyber Wow Abril,Digital,Abril,2025,0,0,0.185263,No compró,No comprará,Verdadero negativo
4810,Cyber Wow Julio,Digital,Julio,2025,0,0,0.239438,No compró,No comprará,Verdadero negativo
4810,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.205354,No compró,No comprará,Verdadero negativo
4810,Día de la Madre,Familiar,Mayo,2025,0,0,0.293467,No compró,No comprará,Verdadero negativo
4810,Día del Padre,Familiar,Junio,2025,0,0,0.26191,No compró,No comprará,Verdadero negativo
4810,Fiestas Patrias,Festiva,Julio,2025,0,0,0.459237,No compró,No comprará,Verdadero negativo
4810,Navidad,Festiva,Diciembre,2025,1,1,0.745351,Compró,Comprará,Verdadero positivo
4811,Black Friday,Digital,Noviembre,2025,0,0,0.191587,No compró,No comprará,Verdadero negativo
4811,Campaña Escolar,Escolar,Febrero,2025,0,0,0.233584,No compró,No comprará,Verdadero negativo
4811,Campaña Escolar,Escolar,Marzo,2025,0,0,0.26298,No compró,No comprará,Verdadero negativo
4811,Cyber Wow Abril,Digital,Abril,2025,0,0,0.117529,No compró,No comprará,Verdadero negativo
4811,Cyber Wow Julio,Digital,Julio,2025,0,0,0.168665,No compró,No comprará,Verdadero negativo
4811,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.147842,No compró,No comprará,Verdadero negativo
4811,Día de la Madre,Familiar,Mayo,2025,0,0,0.171717,No compró,No comprará,Verdadero negativo
4811,Día del Padre,Familiar,Junio,2025,0,0,0.139412,No compró,No comprará,Verdadero negativo
4811,Fiestas Patrias,Festiva,Julio,2025,1,0,0.312263,Compró,No comprará,Falso negativo
4811,Navidad,Festiva,Diciembre,2025,0,1,0.543088,No compró,Comprará,Falso positivo
4812,Black Friday,Digital,Noviembre,2025,0,0,0.180655,No compró,No comprará,Verdadero negativo
4812,Campaña Escolar,Escolar,Febrero,2025,0,0,0.26949,No compró,No comprará,Verdadero negativo
4812,Campaña Escolar,Escolar,Marzo,2025,0,0,0.24549,No compró,No comprará,Verdadero negativo
4812,Cyber Wow Abril,Digital,Abril,2025,0,0,0.101214,No compró,No comprará,Verdadero negativo
4812,Cyber Wow Julio,Digital,Julio,2025,0,0,0.169155,No compró,No comprará,Verdadero negativo
4812,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.122752,No compró,No comprará,Verdadero negativo
4812,Día de la Madre,Familiar,Mayo,2025,0,0,0.140539,No compró,No comprará,Verdadero negativo
4812,Día del Padre,Familiar,Junio,2025,0,0,0.107569,No compró,No comprará,Verdadero negativo
4812,Fiestas Patrias,Festiva,Julio,2025,0,0,0.310613,No compró,No comprará,Verdadero negativo
4812,Navidad,Festiva,Diciembre,2025,0,1,0.538387,No compró,Comprará,Falso positivo
4813,Black Friday,Digital,Noviembre,2025,0,0,0.314028,No compró,No comprará,Verdadero negativo
4813,Campaña Escolar,Escolar,Febrero,2025,0,0,0.32131,No compró,No comprará,Verdadero negativo
4813,Campaña Escolar,Escolar,Marzo,2025,0,0,0.344196,No compró,No comprará,Verdadero negativo
4813,Cyber Wow Abril,Digital,Abril,2025,0,0,0.144436,No compró,No comprará,Verdadero negativo
4813,Cyber Wow Julio,Digital,Julio,2025,0,0,0.184056,No compró,No comprará,Verdadero negativo
4813,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.187553,No compró,No comprará,Verdadero negativo
4813,Día de la Madre,Familiar,Mayo,2025,0,0,0.211368,No compró,No comprará,Verdadero negativo
4813,Día del Padre,Familiar,Junio,2025,0,0,0.253405,No compró,No comprará,Verdadero negativo
4813,Fiestas Patrias,Festiva,Julio,2025,0,0,0.326309,No compró,No comprará,Verdadero negativo
4813,Navidad,Festiva,Diciembre,2025,1,1,0.677989,Compró,Comprará,Verdadero positivo
4814,Black Friday,Digital,Noviembre,2025,0,0,0.118986,No compró,No comprará,Verdadero negativo
4814,Campaña Escolar,Escolar,Febrero,2025,0,0,0.25334,No compró,No comprará,Verdadero negativo
4814,Campaña Escolar,Escolar,Marzo,2025,0,0,0.240649,No compró,No comprará,Verdadero negativo
4814,Cyber Wow Abril,Digital,Abril,2025,0,0,0.113107,No compró,No comprará,Verdadero negativo
4814,Cyber Wow Julio,Digital,Julio,2025,0,0,0.123436,No compró,No comprará,Verdadero negativo
4814,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.098578,No compró,No comprará,Verdadero negativo
4814,Día de la Madre,Familiar,Mayo,2025,0,0,0.162395,No compró,No comprará,Verdadero negativo
4814,Día del Padre,Familiar,Junio,2025,0,0,0.139065,No compró,No comprará,Verdadero negativo
4814,Fiestas Patrias,Festiva,Julio,2025,0,0,0.316804,No compró,No comprará,Verdadero negativo
4814,Navidad,Festiva,Diciembre,2025,0,0,0.424018,No compró,No comprará,Verdadero negativo
4815,Black Friday,Digital,Noviembre,2025,0,0,0.250483,No compró,No comprará,Verdadero negativo
4815,Campaña Escolar,Escolar,Febrero,2025,0,0,0.305614,No compró,No comprará,Verdadero negativo
4815,Campaña Escolar,Escolar,Marzo,2025,0,0,0.36852,No compró,No comprará,Verdadero negativo
4815,Cyber Wow Abril,Digital,Abril,2025,0,0,0.185874,No compró,No comprará,Verdadero negativo
4815,Cyber Wow Julio,Digital,Julio,2025,0,0,0.271818,No compró,No comprará,Verdadero negativo
4815,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.20056,No compró,No comprará,Verdadero negativo
4815,Día de la Madre,Familiar,Mayo,2025,0,0,0.280217,No compró,No comprará,Verdadero negativo
4815,Día del Padre,Familiar,Junio,2025,0,0,0.235742,No compró,No comprará,Verdadero negativo
4815,Fiestas Patrias,Festiva,Julio,2025,0,0,0.342585,No compró,No comprará,Verdadero negativo
