variable,importancia,importancia_porcentaje,variable_original
nombre_Casacas Nativa 587,1.655156651726313e-06,0.0001655156651726313,nombre
nombre_Monitores Wayra 439,1.6501953073783818e-06,0.00016501953073783817,nombre
nombre_Desodorante Illari 138,1.6424570092082117e-06,0.00016424570092082118,nombre
nombre_Bloqueador Solar Ayni 527,1.5996291914344134e-06,0.00015996291914344133,nombre
nombre_Organizadores SolRetail 692,1.5864074629888702e-06,0.000158640746298887,nombre
nombre_Toallas Rumi 556,1.572564710360655e-06,0.0001572564710360655,nombre
nombre_Gaseosas Kawsay 498,1.5649156139676236e-06,0.00015649156139676236,nombre
nombre_Lavavajilla Pacífico 077,1.542382480109139e-06,0.0001542382480109139,nombre
nombre_Aceite Tambo 942,1.5309615695265416e-06,0.00015309615695265416,nombre
nombre_Lapiceros Altura 709,1.5232000286300049e-06,0.00015232000286300048,nombre
nombre_Agua Pukara 603,1.500837741376803e-06,0.0001500837741376803,nombre
nombre_Shampoo NortePlus 229,1.497224543777865e-06,0.00014972245437778648,nombre
nombre_Refrigeradora Qori 191,1.4903797001022125e-06,0.00014903797001022126,nombre
nombre_Freidora de Aire InkaHome 575,1.4883965938098457e-06,0.00014883965938098458,nombre
nombre_Decoración Wayra 602,1.457365238608915e-06,0.0001457365238608915,nombre
nombre_Smartphones NortePlus 985,1.4564237579496296e-06,0.00014564237579496296,nombre
nombre_Arroz Nativa 561,1.4400028172624376e-06,0.00014400028172624376,nombre
nombre_Ropa Deportiva Ayni 370,1.4363351786735812e-06,0.00014363351786735813,nombre
nombre_Perfumería Altura 590,1.434751586822768e-06,0.0001434751586822768,nombre
nombre_Organizadores Misti 760,1.4178132946796626e-06,0.00014178132946796626,nombre
nombre_Lavadora Tambo 797,1.4018128823420779e-06,0.0001401812882342078,nombre
nombre_Refrigeradora Wayra 431,1.40044311784691e-06,0.00014004431178469098,nombre
nombre_Aceite IntiMax 077,1.3957575527758157e-06,0.00013957575527758157,nombre
nombre_Menestras Kawsay 761,1.3842919713136436e-06,0.00013842919713136437,nombre
nombre_Calzado Deportivo Ayni 908,1.381778998799555e-06,0.0001381778998799555,nombre
nombre_Perfumería Killa 836,1.379864965075508e-06,0.0001379864965075508,nombre
nombre_Organizadores Wayra 774,1.3720426012247943e-06,0.00013720426012247942,nombre
nombre_Detergente Andesol 444,1.3582566791213394e-06,0.00013582566791213395,nombre
nombre_Aceite Ayni 361,1.34931112715404e-06,0.000134931112715404,nombre
nombre_Sábanas Wayra 669,1.3394005283908467e-06,0.00013394005283908468,nombre
nombre_Ropa de Verano Tambo 162,1.3211025348681404e-06,0.00013211025348681404,nombre
nombre_Crema Dental Pukara 769,1.3133851741894419e-06,0.0001313385174189442,nombre
nombre_Sillas de Oficina Illari 663,1.3105617841475627e-06,0.00013105617841475628,nombre
nombre_Energizantes Altura 760,1.3103830112363068e-06,0.00013103830112363068,nombre
nombre_Desinfectante Nativa 615,1.3014152061870266e-06,0.00013014152061870265,nombre
nombre_Detergente IntiMax 306,1.293682184508465e-06,0.00012936821845084648,nombre
nombre_Muñecos Ayni 864,1.2922794451609451e-06,0.0001292279445160945,nombre
nombre_Bloqueador Solar SolRetail 203,1.292170876199455e-06,0.0001292170876199455,nombre
nombre_Energizantes InkaHome 419,1.287148183851173e-06,0.00012871481838511728,nombre
nombre_Vajilla Qori 333,1.2699927015348194e-06,0.00012699927015348192,nombre
nombre_Microondas CostaSur 557,1.2650343255716378e-06,0.00012650343255716379,nombre
nombre_Zapatos Casuales Killa 538,1.2562757014692086e-06,0.00012562757014692087,nombre
nombre_Vestidos IntiMax 398,1.247857682306408e-06,0.0001247857682306408,nombre
nombre_Jugos Killa 812,1.247415079463107e-06,0.0001247415079463107,nombre
nombre_Fideos Altura 744,1.2464153805621907e-06,0.00012464153805621906,nombre
nombre_Sillas de Oficina Sumaq 463,1.242854188975206e-06,0.00012428541889752061,nombre
nombre_Arroz SolRetail 146,1.23376344856127e-06,0.000123376344856127,nombre
nombre_Aceite Ayni 814,1.2329635152864934e-06,0.00012329635152864935,nombre
nombre_Decoración Qori 859,1.2192623000387386e-06,0.00012192623000387385,nombre
nombre_Smartphones Qori 535,1.2177219825488836e-06,0.00012177219825488836,nombre
nombre_Botines SolRetail 051,1.2159507516793592e-06,0.00012159507516793593,nombre
nombre_Agua Andesol 914,1.2150910433615196e-06,0.00012150910433615196,nombre
nombre_Polos Andesol 680,1.175445671836284e-06,0.0001175445671836284,nombre
nombre_Crema Dental Ayni 926,1.1750189685995894e-06,0.00011750189685995894,nombre
nombre_Televisor Pacífico 696,1.1735496024792083e-06,0.00011735496024792083,nombre
nombre_Gaseosas Altura 514,1.1729079984440463e-06,0.00011729079984440463,nombre
nombre_Peluches SolRetail 156,1.1693539859769263e-06,0.00011693539859769263,nombre
nombre_Infusiones Sumaq 829,1.1549260253327616e-06,0.00011549260253327616,nombre
nombre_Desodorante IntiMax 604,1.1520540479898757e-06,0.00011520540479898758,nombre
nombre_Televisor Kawsay 645,1.1513214612045512e-06,0.00011513214612045511,nombre
nombre_Crema Dental IntiMax 753,1.1424000694303946e-06,0.00011424000694303946,nombre
nombre_Parrillas Ayni 845,1.1365087861562049e-06,0.00011365087861562048,nombre
nombre_Lavadora Ayni 114,1.1364617088033731e-06,0.00011364617088033731,nombre
nombre_Lapiceros NortePlus 430,1.1351125940116383e-06,0.00011351125940116383,nombre
nombre_Monitores Illari 424,1.1281906986078562e-06,0.00011281906986078562,nombre
nombre_Sábanas Qori 373,1.1262740887789283e-06,0.00011262740887789282,nombre
nombre_Tablets Illari 252,1.1230473964113184e-06,0.00011230473964113184,nombre
nombre_Jeans Illari 683,1.110491076446265e-06,0.0001110491076446265,nombre
nombre_Bloques Killa 326,1.1091661195640817e-06,0.00011091661195640818,nombre
nombre_Escritorios Pukara 172,1.095797240312858e-06,0.0001095797240312858,nombre
nombre_Impresoras Altura 247,1.0909565929783572e-06,0.00010909565929783572,nombre
nombre_Archivadores Wayra 303,1.0824217410331948e-06,0.00010824217410331947,nombre
nombre_Sábanas Tambo 136,1.0667361118351685e-06,0.00010667361118351684,nombre
nombre_Jugos SolRetail 967,1.0585337088737863e-06,0.00010585337088737862,nombre
nombre_Gaseosas Rumi 072,1.0571844002629309e-06,0.00010571844002629308,nombre
nombre_Lavavajilla InkaHome 948,1.0417359693088852e-06,0.00010417359693088853,nombre
nombre_Ropa de Verano Kawsay 624,1.0358356113874464e-06,0.00010358356113874464,nombre
nombre_Lapiceros Tambo 074,1.0340212408704057e-06,0.00010340212408704057,nombre
nombre_Vajilla Rumi 560,1.031175203070937e-06,0.0001031175203070937,nombre
nombre_Televisor Pukara 025,1.0301800129609204e-06,0.00010301800129609204,nombre
nombre_Escritorios SolRetail 813,1.0285255726771152e-06,0.00010285255726771152,nombre
nombre_Perfumería NortePlus 611,1.0185592756431776e-06,0.00010185592756431776,nombre
nombre_Menestras Andesol 866,1.0181453457306715e-06,0.00010181453457306715,nombre
nombre_Lejía NortePlus 175,1.0159052471003624e-06,0.00010159052471003624,nombre
nombre_Toallas IntiMax 327,1.0089133280110805e-06,0.00010089133280110805,nombre
nombre_Peluches Altura 480,1.0088539872346756e-06,0.00010088539872346757,nombre
nombre_Lavavajilla Misti 879,1.0031019991293863e-06,0.00010031019991293863,nombre
nombre_Gaseosas Rumi 303,1.0015215168897833e-06,0.00010015215168897833,nombre
nombre_Arroz Wayra 554,9.994765624324222e-07,9.994765624324223e-05,nombre
nombre_Smartphones Killa 488,9.763897145361135e-07,9.763897145361135e-05,nombre
nombre_Licuadora Pacífico 754,9.76338748551078e-07,9.76338748551078e-05,nombre
nombre_Camisas Misti 626,9.714583191036421e-07,9.714583191036421e-05,nombre
nombre_Menestras Illari 713,9.659331949878696e-07,9.659331949878697e-05,nombre
nombre_Cuadernos SolRetail 022,9.65787177081815e-07,9.65787177081815e-05,nombre
nombre_Jabón Andesol 166,9.602553940209667e-07,9.602553940209667e-05,nombre
nombre_Jeans Wayra 822,9.590531186872735e-07,9.590531186872735e-05,nombre
nombre_Jabón Illari 320,9.566431028404453e-07,9.566431028404454e-05,nombre
nombre_Escritorios Pacífico 761,9.565427324698797e-07,9.565427324698797e-05,nombre
nombre_Decoración Illari 903,9.545709154104313e-07,9.545709154104313e-05,nombre
nombre_Licuadora Pukara 431,9.514605054539411e-07,9.514605054539411e-05,nombre
nombre_Jabón Rumi 785,9.508816211366022e-07,9.508816211366022e-05,nombre
nombre_Organizadores Illari 065,9.458817349976873e-07,9.458817349976873e-05,nombre
nombre_Laptops InkaHome 223,9.42376941204753e-07,9.42376941204753e-05,nombre
nombre_Casacas Tambo 539,9.38227362056175e-07,9.38227362056175e-05,nombre
nombre_Energizantes Wayra 244,9.317120388851262e-07,9.317120388851262e-05,nombre
nombre_Botines Killa 560,9.208262592948427e-07,9.208262592948427e-05,nombre
nombre_Desinfectante SolRetail 809,9.134964075251078e-07,9.134964075251078e-05,nombre
nombre_Aceite Qori 973,9.129237381615263e-07,9.129237381615263e-05,nombre
nombre_Suavizante SolRetail 460,9.087428927043483e-07,9.087428927043483e-05,nombre
nombre_Decoración Sumaq 209,8.870600557057564e-07,8.870600557057564e-05,nombre
nombre_Ropa Deportiva Qori 409,8.816623427500982e-07,8.816623427500983e-05,nombre
nombre_Zapatos Casuales NortePlus 733,8.722970754148567e-07,8.722970754148567e-05,nombre
nombre_Jugos Killa 057,8.714090077705857e-07,8.714090077705857e-05,nombre
nombre_Infusiones Ayni 220,8.615233940051729e-07,8.615233940051729e-05,nombre
nombre_Botines IntiMax 666,8.535152483620358e-07,8.535152483620358e-05,nombre
nombre_Agua Kawsay 688,8.529993342634764e-07,8.529993342634765e-05,nombre
nombre_Vestidos Kawsay 642,8.382393627354585e-07,8.382393627354585e-05,nombre
nombre_Gaseosas Misti 787,8.321897111643708e-07,8.321897111643708e-05,nombre
nombre_Desinfectante Nativa 817,8.306604871676468e-07,8.306604871676468e-05,nombre
nombre_Juguetes Educativos Nativa 965,8.246200489929615e-07,8.246200489929615e-05,nombre
nombre_Fideos NortePlus 796,8.225614394505806e-07,8.225614394505806e-05,nombre
nombre_Shampoo Nativa 883,8.171089564506441e-07,8.171089564506441e-05,nombre
nombre_Zapatos Casuales Altura 201,8.12592371525296e-07,8.12592371525296e-05,nombre
nombre_Juegos de Mesa Andesol 025,8.117616396555136e-07,8.117616396555137e-05,nombre
nombre_Fideos Pacífico 006,8.102764317423758e-07,8.102764317423758e-05,nombre
nombre_Peluches InkaHome 283,8.061889195508254e-07,8.061889195508254e-05,nombre
nombre_Suavizante Nativa 815,8.025189546489009e-07,8.025189546489009e-05,nombre
nombre_Perfumería Pacífico 019,7.991107174210377e-07,7.991107174210377e-05,nombre
nombre_Monitores Andesol 044,7.961467948774876e-07,7.961467948774876e-05,nombre
nombre_Conservas Illari 890,7.95535878077167e-07,7.95535878077167e-05,nombre
nombre_Energizantes Kawsay 923,7.954199859678255e-07,7.954199859678255e-05,nombre
nombre_Shampoo Sumaq 352,7.937666667440482e-07,7.937666667440482e-05,nombre
nombre_Lavadora Andesol 335,7.895472084601646e-07,7.895472084601645e-05,nombre
nombre_Detergente SolRetail 838,7.869048227791118e-07,7.869048227791118e-05,nombre
nombre_Sábanas Altura 603,7.853506887128538e-07,7.853506887128538e-05,nombre
nombre_Organizadores Ayni 133,7.803601649492228e-07,7.803601649492229e-05,nombre
nombre_Toallas Misti 616,7.791215774927608e-07,7.791215774927608e-05,nombre
nombre_Ollas Nativa 831,7.710947454803374e-07,7.710947454803373e-05,nombre
nombre_Mochilas InkaHome 415,7.674847596909887e-07,7.674847596909887e-05,nombre
nombre_Lejía Illari 927,7.660874025413099e-07,7.660874025413098e-05,nombre
nombre_Desodorante Andesol 018,7.582108676979568e-07,7.582108676979567e-05,nombre
nombre_Ropa Deportiva Andesol 300,7.572207998851228e-07,7.572207998851228e-05,nombre
nombre_Organizadores SolRetail 126,7.555893964622788e-07,7.555893964622788e-05,nombre
nombre_Sandalias Sumaq 829,7.520630885417005e-07,7.520630885417006e-05,nombre
nombre_Camisas Killa 188,7.360112092362248e-07,7.360112092362248e-05,nombre
nombre_Agua Sumaq 212,7.338997817523118e-07,7.338997817523119e-05,nombre
nombre_Audífonos IntiMax 837,7.23176768991188e-07,7.231767689911881e-05,nombre
nombre_Crema Dental Andesol 608,7.168225367908368e-07,7.168225367908369e-05,nombre
nombre_Mochilas Altura 104,7.107652725705889e-07,7.107652725705889e-05,nombre
nombre_Desinfectante Sumaq 056,7.101609841376487e-07,7.101609841376488e-05,nombre
nombre_Desinfectante Misti 473,6.957331658704589e-07,6.957331658704589e-05,nombre
nombre_Arroz Tambo 846,6.920092343270541e-07,6.920092343270541e-05,nombre
nombre_Crema Dental Illari 018,6.916817664124407e-07,6.916817664124407e-05,nombre
nombre_Mouse Tambo 819,6.808346592023203e-07,6.808346592023203e-05,nombre
nombre_Aceite NortePlus 331,6.799467081037527e-07,6.799467081037528e-05,nombre
nombre_Harinas Altura 029,6.746174704574403e-07,6.746174704574403e-05,nombre
nombre_Calzado Deportivo InkaHome 459,6.728575937369601e-07,6.728575937369601e-05,nombre
nombre_Menestras CostaSur 827,6.722054152855398e-07,6.722054152855398e-05,nombre
nombre_Crema Dental Qori 982,6.626184868530843e-07,6.626184868530843e-05,nombre
nombre_Televisor IntiMax 516,6.529681318066105e-07,6.529681318066105e-05,nombre
nombre_Bloqueador Solar Illari 589,6.477799126034047e-07,6.477799126034047e-05,nombre
nombre_Aceite InkaHome 863,6.450426125083766e-07,6.450426125083766e-05,nombre
nombre_Detergente Kawsay 433,6.386684470260056e-07,6.386684470260057e-05,nombre
nombre_Crema Dental Sumaq 151,6.357637458368827e-07,6.357637458368828e-05,nombre
nombre_Laptops Rumi 111,6.349812470201583e-07,6.349812470201584e-05,nombre
nombre_Lejía Rumi 049,6.349706742056432e-07,6.349706742056432e-05,nombre
nombre_Televisor Ayni 477,6.32551001704534e-07,6.32551001704534e-05,nombre
nombre_Jugos Kawsay 579,6.31924672128085e-07,6.31924672128085e-05,nombre
nombre_Carros de Juguete Kawsay 515,6.290917206968508e-07,6.290917206968508e-05,nombre
nombre_Fideos SolRetail 977,6.205717732229275e-07,6.205717732229275e-05,nombre
nombre_Conservas Rumi 877,6.202972695558867e-07,6.202972695558867e-05,nombre
nombre_Energizantes SolRetail 548,6.171960504056252e-07,6.171960504056252e-05,nombre
nombre_Zapatos Casuales Nativa 271,6.133132125727157e-07,6.133132125727157e-05,nombre
nombre_Organizadores IntiMax 710,6.069678321751301e-07,6.0696783217513004e-05,nombre
nombre_Smartphones Illari 331,5.988895672659777e-07,5.988895672659777e-05,nombre
nombre_Conservas Altura 755,5.98377306054894e-07,5.98377306054894e-05,nombre
nombre_Agua Tambo 632,5.934969559448936e-07,5.934969559448936e-05,nombre
nombre_Laptops Misti 975,5.906482124135044e-07,5.906482124135044e-05,nombre
nombre_Sábanas Pukara 284,5.901776703723546e-07,5.901776703723546e-05,nombre
nombre_Sandalias Tambo 514,5.871169961093148e-07,5.871169961093148e-05,nombre
nombre_Tablets Qori 474,5.84799029229359e-07,5.84799029229359e-05,nombre
nombre_Smartphones Illari 344,5.785019738530141e-07,5.7850197385301405e-05,nombre
nombre_Sábanas Tambo 688,5.722553653709592e-07,5.722553653709592e-05,nombre
nombre_Conservas Wayra 547,5.700584164767473e-07,5.700584164767473e-05,nombre
nombre_Casacas SolRetail 319,5.699203498629178e-07,5.699203498629178e-05,nombre
nombre_Microondas CostaSur 040,5.695915946163086e-07,5.695915946163086e-05,nombre
nombre_Crema Dental Andesol 869,5.687253693772196e-07,5.6872536937721966e-05,nombre
nombre_Escritorios Sumaq 595,5.624165425638863e-07,5.6241654256388635e-05,nombre
nombre_Jugos Andesol 543,5.619651724759832e-07,5.6196517247598325e-05,nombre
nombre_Escritorios Illari 043,5.55617073063717e-07,5.55617073063717e-05,nombre
nombre_Zapatos Casuales CostaSur 483,5.447093641161694e-07,5.447093641161695e-05,nombre
nombre_Ollas InkaHome 405,5.432262335184726e-07,5.432262335184726e-05,nombre
nombre_Arroz Illari 241,5.410993312447746e-07,5.410993312447746e-05,nombre
nombre_Infusiones Misti 695,5.40749387142533e-07,5.407493871425329e-05,nombre
nombre_Útiles Escolares Nativa 170,5.406571638776096e-07,5.406571638776096e-05,nombre
nombre_Polos Sumaq 371,5.373947644527945e-07,5.373947644527945e-05,nombre
nombre_Fideos Rumi 485,5.369804949762672e-07,5.3698049497626714e-05,nombre
nombre_Vajilla Killa 553,5.345819460912323e-07,5.345819460912323e-05,nombre
nombre_Juguetes Educativos Killa 246,5.341135220675155e-07,5.341135220675155e-05,nombre
nombre_Sillas de Oficina Altura 614,5.294617822320412e-07,5.294617822320412e-05,nombre
nombre_Sillas de Oficina Kawsay 133,5.28448794598209e-07,5.2844879459820904e-05,nombre
nombre_Smartphones Qori 470,5.20798100007473e-07,5.20798100007473e-05,nombre
nombre_Laptops Rumi 488,5.202765691583647e-07,5.2027656915836474e-05,nombre
nombre_Agua Rumi 269,5.150438369703792e-07,5.150438369703792e-05,nombre
nombre_Ollas NortePlus 152,5.134615271368792e-07,5.134615271368792e-05,nombre
nombre_Jabón Wayra 088,5.087256470441529e-07,5.087256470441529e-05,nombre
nombre_Lavadora Rumi 276,5.086009459431209e-07,5.086009459431209e-05,nombre
nombre_Harinas Nativa 363,5.068569012039454e-07,5.068569012039454e-05,nombre
nombre_Shampoo Pukara 418,5.057544615580054e-07,5.057544615580054e-05,nombre
nombre_Organizadores CostaSur 665,5.039203202491948e-07,5.039203202491948e-05,nombre
nombre_Shampoo Misti 502,5.012694048486099e-07,5.0126940484860984e-05,nombre
nombre_Harinas Nativa 602,5.009011580295597e-07,5.0090115802955966e-05,nombre
nombre_Juegos de Mesa Wayra 619,5.001619932605933e-07,5.0016199326059324e-05,nombre
nombre_Desinfectante Andesol 819,5.000371376037459e-07,5.000371376037459e-05,nombre
nombre_Monitores Sumaq 212,4.957445102682203e-07,4.957445102682203e-05,nombre
nombre_Ropa Deportiva Killa 070,4.953126920865608e-07,4.953126920865608e-05,nombre
nombre_Arroz Tambo 212,4.891306326848184e-07,4.8913063268481834e-05,nombre
nombre_Organizadores Sumaq 575,4.884463468032289e-07,4.884463468032289e-05,nombre
nombre_Laptops Sumaq 624,4.846866804252509e-07,4.846866804252509e-05,nombre
nombre_Licuadora InkaHome 856,4.829729506753385e-07,4.829729506753385e-05,nombre
nombre_Jeans Altura 414,4.817917162371434e-07,4.817917162371434e-05,nombre
nombre_Energizantes NortePlus 294,4.791440342615527e-07,4.791440342615527e-05,nombre
nombre_Organizadores CostaSur 002,4.758413393210979e-07,4.758413393210979e-05,nombre
nombre_Polos Misti 592,4.7554521466580146e-07,4.755452146658015e-05,nombre
nombre_Juegos de Mesa Nativa 272,4.719756418299609e-07,4.7197564182996086e-05,nombre
nombre_Conservas Qori 281,4.6159226187738255e-07,4.6159226187738254e-05,nombre
nombre_Desodorante Andesol 555,4.595617809763358e-07,4.5956178097633577e-05,nombre
nombre_Toallas Nativa 472,4.5788616613046583e-07,4.578861661304658e-05,nombre
nombre_Zapatillas Illari 996,4.5519208285405254e-07,4.5519208285405256e-05,nombre
nombre_Perfumería Pukara 480,4.5167737465106614e-07,4.516773746510662e-05,nombre
nombre_Camisas Illari 558,4.5102636467352484e-07,4.5102636467352484e-05,nombre
nombre_Lavavajilla Tambo 841,4.507628896647742e-07,4.507628896647742e-05,nombre
nombre_Energizantes Qori 446,4.4984911346382114e-07,4.4984911346382117e-05,nombre
nombre_Tablets Andesol 183,4.4970944300268214e-07,4.497094430026821e-05,nombre
nombre_Perfumería Pukara 861,4.4579713594929557e-07,4.457971359492956e-05,nombre
nombre_Desinfectante Tambo 706,4.434765004342437e-07,4.434765004342437e-05,nombre
nombre_Sandalias Killa 252,4.427027412949131e-07,4.427027412949131e-05,nombre
nombre_Vestidos IntiMax 853,4.42477034659246e-07,4.42477034659246e-05,nombre
nombre_Bloques InkaHome 076,4.3798094525791475e-07,4.3798094525791474e-05,nombre
nombre_Archivadores Sumaq 165,4.3299022298913387e-07,4.329902229891339e-05,nombre
nombre_Harinas Rumi 232,4.3032705807889147e-07,4.303270580788915e-05,nombre
nombre_Freidora de Aire Ayni 848,4.2587273176290717e-07,4.2587273176290715e-05,nombre
nombre_Organizadores SolRetail 730,4.226173728330896e-07,4.226173728330896e-05,nombre
nombre_Shampoo Killa 634,4.221295120800432e-07,4.221295120800432e-05,nombre
nombre_Parrillas InkaHome 395,4.148793188485694e-07,4.148793188485694e-05,nombre
nombre_Parrillas Andesol 845,4.121960093398137e-07,4.121960093398137e-05,nombre
nombre_Carros de Juguete Illari 494,4.121717542977487e-07,4.121717542977487e-05,nombre
nombre_Shampoo Illari 984,4.098160975864446e-07,4.098160975864446e-05,nombre
nombre_Bloqueador Solar Misti 157,4.0916886315653604e-07,4.091688631565361e-05,nombre
nombre_Menestras Wayra 415,4.0171944523291736e-07,4.017194452329174e-05,nombre
nombre_Smartphones Illari 387,4.0164842091493935e-07,4.016484209149394e-05,nombre
nombre_Teclados SolRetail 153,3.986841421462222e-07,3.986841421462222e-05,nombre
nombre_Organizadores Kawsay 431,3.970141490798472e-07,3.970141490798472e-05,nombre
nombre_Casacas Kawsay 824,3.967039379935709e-07,3.967039379935709e-05,nombre
nombre_Sillas de Oficina InkaHome 098,3.949804181628806e-07,3.949804181628806e-05,nombre
nombre_Mouse Nativa 108,3.941146647951714e-07,3.941146647951714e-05,nombre
nombre_Shampoo Sumaq 433,3.9180901640740447e-07,3.9180901640740444e-05,nombre
nombre_Energizantes Misti 100,3.912644471830072e-07,3.9126444718300716e-05,nombre
nombre_Monitores Andesol 284,3.8862187515631783e-07,3.886218751563178e-05,nombre
nombre_Menestras Killa 424,3.841889291574288e-07,3.841889291574288e-05,nombre
nombre_Lavadora Pukara 093,3.816509511380495e-07,3.816509511380495e-05,nombre
nombre_Zapatillas InkaHome 766,3.7656180042197423e-07,3.7656180042197425e-05,nombre
nombre_Conservas IntiMax 278,3.743444562822027e-07,3.743444562822027e-05,nombre
nombre_Lejía Andesol 804,3.700282128036963e-07,3.7002821280369635e-05,nombre
nombre_Harinas Rumi 118,3.6947791405376753e-07,3.6947791405376756e-05,nombre
nombre_Tablets Illari 806,3.682753187946282e-07,3.682753187946282e-05,nombre
nombre_Toallas IntiMax 410,3.681922432992902e-07,3.681922432992902e-05,nombre
nombre_Lavadora IntiMax 651,3.681032322937264e-07,3.681032322937264e-05,nombre
nombre_Monitores SolRetail 628,3.67187262594066e-07,3.67187262594066e-05,nombre
nombre_Organizadores Andesol 598,3.664372804357907e-07,3.664372804357907e-05,nombre
nombre_Organizadores Wayra 334,3.627074283683365e-07,3.627074283683365e-05,nombre
nombre_Mochilas Pukara 838,3.6236998140236e-07,3.6236998140236e-05,nombre
nombre_Archivadores Killa 369,3.6219538621470453e-07,3.621953862147045e-05,nombre
nombre_Laptops Qori 218,3.6021461940858095e-07,3.6021461940858096e-05,nombre
nombre_Energizantes Nativa 747,3.602119551338428e-07,3.6021195513384284e-05,nombre
nombre_Teclados Killa 865,3.5974733644678214e-07,3.5974733644678216e-05,nombre
nombre_Desodorante Misti 318,3.5957704230175206e-07,3.595770423017521e-05,nombre
nombre_Arroz Ayni 842,3.560764683108454e-07,3.5607646831084544e-05,nombre
nombre_Gaseosas Andesol 722,3.539818375724935e-07,3.5398183757249355e-05,nombre
nombre_Ropa Deportiva Tambo 670,3.512548813745934e-07,3.512548813745934e-05,nombre
nombre_Suavizante Ayni 639,3.48456112490918e-07,3.4845611249091804e-05,nombre
nombre_Calzado Deportivo Sumaq 284,3.47802864332358e-07,3.4780286433235795e-05,nombre
nombre_Plancha Andesol 295,3.476047169856684e-07,3.4760471698566836e-05,nombre
nombre_Shampoo Pukara 253,3.47482853831679e-07,3.47482853831679e-05,nombre
nombre_Ollas InkaHome 479,3.4742633620056314e-07,3.474263362005631e-05,nombre
nombre_Conservas CostaSur 461,3.473107914280714e-07,3.473107914280714e-05,nombre
nombre_Teclados Ayni 291,3.468844771141735e-07,3.468844771141735e-05,nombre
nombre_Lavavajilla Misti 228,3.4649664250008564e-07,3.464966425000857e-05,nombre
nombre_Casacas Andesol 412,3.4535132127221705e-07,3.453513212722171e-05,nombre
nombre_Sábanas Wayra 323,3.43563040077887e-07,3.4356304007788704e-05,nombre
nombre_Jeans Kawsay 881,3.4353654639539734e-07,3.4353654639539735e-05,nombre
nombre_Impresoras Nativa 198,3.4268357746853474e-07,3.4268357746853474e-05,nombre
nombre_Arroz Nativa 838,3.4263060664695955e-07,3.426306066469596e-05,nombre
nombre_Cuadernos SolRetail 011,3.410720979627185e-07,3.410720979627185e-05,nombre
nombre_Jugos Killa 330,3.3941847219159697e-07,3.3941847219159695e-05,nombre
nombre_Botines Tambo 531,3.390126790932958e-07,3.390126790932958e-05,nombre
nombre_Crema Dental NortePlus 111,3.387778866847866e-07,3.387778866847866e-05,nombre
nombre_Fideos Illari 497,3.3557684224519044e-07,3.355768422451904e-05,nombre
nombre_Conservas Qori 589,3.3459242757428023e-07,3.345924275742802e-05,nombre
nombre_Suavizante Nativa 953,3.3350086517878e-07,3.3350086517877997e-05,nombre
nombre_Fideos CostaSur 978,3.3102414962746165e-07,3.310241496274617e-05,nombre
nombre_Agua Altura 852,3.2762827200115594e-07,3.27628272001156e-05,nombre
nombre_Accesorios Nativa 118,3.273908156723162e-07,3.273908156723162e-05,nombre
nombre_Suavizante Andesol 557,3.27079401093584e-07,3.27079401093584e-05,nombre
nombre_Laptops Rumi 782,3.264566391634614e-07,3.264566391634614e-05,nombre
nombre_Fideos SolRetail 475,3.2559223401298e-07,3.2559223401298e-05,nombre
nombre_Conservas Killa 135,3.2518994302615555e-07,3.251899430261555e-05,nombre
nombre_Jeans Rumi 331,3.230735091805306e-07,3.230735091805306e-05,nombre
nombre_Cuadernos Andesol 009,3.1949918418849027e-07,3.1949918418849024e-05,nombre
nombre_Botines Rumi 363,3.1879799201955385e-07,3.1879799201955385e-05,nombre
nombre_Desinfectante Altura 264,3.1781097218616857e-07,3.178109721861686e-05,nombre
nombre_Sandalias IntiMax 800,3.16422810856051e-07,3.16422810856051e-05,nombre
nombre_Toallas Sumaq 007,3.151906654665581e-07,3.1519066546655814e-05,nombre
nombre_Infusiones Ayni 168,3.1470227435665484e-07,3.1470227435665484e-05,nombre
nombre_Energizantes InkaHome 059,3.1407811149790025e-07,3.140781114979002e-05,nombre
nombre_Ropa de Verano Sumaq 761,3.1354088862041916e-07,3.1354088862041916e-05,nombre
nombre_Detergente Rumi 866,3.116334429932675e-07,3.116334429932675e-05,nombre
nombre_Crema Dental Killa 716,3.107885292337591e-07,3.1078852923375905e-05,nombre
nombre_Aceite Nativa 964,3.0939283457733274e-07,3.0939283457733275e-05,nombre
nombre_Lejía Qori 792,3.0864084360740826e-07,3.086408436074083e-05,nombre
nombre_Jugos Kawsay 571,3.0668278645645434e-07,3.0668278645645435e-05,nombre
nombre_Sandalias Tambo 342,3.0454698001107015e-07,3.0454698001107014e-05,nombre
nombre_Smartphones Wayra 992,3.042792561916686e-07,3.042792561916686e-05,nombre
nombre_Aceite Altura 560,3.008717626196633e-07,3.008717626196633e-05,nombre
nombre_Lapiceros SolRetail 101,2.988350071294613e-07,2.988350071294613e-05,nombre
nombre_Perfumería Wayra 203,2.9844832214128777e-07,2.9844832214128777e-05,nombre
nombre_Audífonos Tambo 745,2.983778374405667e-07,2.983778374405667e-05,nombre
nombre_Audífonos Wayra 547,2.9514681253040475e-07,2.9514681253040473e-05,nombre
nombre_Jeans Wayra 518,2.9508886145676646e-07,2.9508886145676646e-05,nombre
