id_producto,id_tienda,Q,E,U,h
104,11,0.0,17.416667,0.0,1.58
104,10,0.0,11.416667,0.0,1.42
104,9,0.0,11.416667,0.0,1.73
104,8,0.0,5.4166667,0.0,1.75
104,7,0.0,13.416667,0.0,2.99
104,6,0.0,12.416667,0.0,3.36
104,5,0.0,13.416667,0.0,1.45
104,4,0.0,7.4166667,0.0,1.54
104,3,0.0,6.4166667,0.0,1.84
104,2,0.0,6.4166667,0.0,1.39
104,1,0.0,12.416667,0.0,1.42
100,12,0.0,41.75,0.0,0.05
100,11,0.0,74.75,0.0,0.05
100,10,0.0,55.75,0.0,0.05
100,9,0.0,117.75,0.0,0.05
100,8,0.0,58.75,0.0,0.05
100,7,0.0,59.75,0.0,0.09
100,6,0.0,125.75,0.0,0.12
100,5,0.0,124.75,0.0,0.04
100,4,0.0,100.75,0.0,0.06
100,3,0.0,99.75,0.0,0.05
100,2,0.0,56.75,0.0,0.06
100,1,0.0,53.75,0.0,0.05
21,7,0.0,71.666667,0.0,0.1
21,6,0.0,141.66667,0.0,0.09
21,5,0.0,91.666667,0.0,0.06
21,4,0.0,116.66667,0.0,0.04
21,3,0.0,42.666667,0.0,0.05
21,2,0.0,64.666667,0.0,0.06
21,1,0.0,153.66667,0.0,0.05
21,8,0.0,46.666667,0.0,0.05
21,9,0.0,136.66667,0.0,0.05
21,10,0.0,47.666667,0.0,0.06
21,11,0.0,80.666667,0.0,0.06
21,12,0.0,61.666667,0.0,0.05
19,12,0.0,82.416667,0.0,1.87
19,11,0.0,9.4166667,0.0,1.72
19,10,0.0,11.416667,0.0,2.17
19,9,0.0,8.4166667,0.0,1.71
19,8,0.0,18.416667,0.0,1.96
19,7,0.0,8.4166667,0.0,3.27
19,6,0.0,13.416667,0.0,3.55
19,5,0.0,9.4166667,0.0,1.95
19,4,0.0,10.416667,0.0,1.95
19,3,0.0,10.416667,0.0,1.76
19,2,0.0,8.4166667,0.0,1.66
19,1,0.0,9.4166667,0.0,1.86
29,2,0.0,12.916667,0.0,1.79
29,1,0.0,23.916667,0.0,1.45
29,3,0.0,7.9166667,0.0,1.63
29,4,0.0,7.9166667,0.0,1.76
29,5,0.0,10.916667,0.0,1.37
29,6,0.0,6.9166667,0.0,3.87
29,12,0.0,96.916667,0.0,1.78
29,11,0.0,10.916667,0.0,1.55
29,10,0.0,8.9166667,0.0,1.74
29,9,0.0,15.916667,0.0,1.44
29,8,0.0,8.9166667,0.0,1.52
29,7,0.0,9.9166667,0.0,3.81
15,12,0.0,93.666667,0.0,0.04
1,12,0.0,100.66667,0.0,0.06
1,11,0.0,138.66667,0.0,0.05
1,10,0.0,48.666667,0.0,0.05
1,9,0.0,143.66667,0.0,0.06
1,8,0.0,92.666667,0.0,0.04
1,7,0.0,83.666667,0.0,0.12
1,6,0.0,113.66667,0.0,0.12
1,5,0.0,49.666667,0.0,0.06
1,4,0.0,80.666667,0.0,0.06
1,3,0.0,37.666667,0.0,0.05
1,2,0.0,56.666667,0.0,0.06
1,1,0.0,78.666667,0.0,0.05
15,11,0.0,111.66667,0.0,0.05
15,10,0.0,56.666667,0.0,0.06
15,9,0.0,64.666667,0.0,0.06
15,8,0.0,52.666667,0.0,0.06
15,7,0.0,56.666667,0.0,0.11
15,6,0.0,93.666667,0.0,0.08
15,5,0.0,113.66667,0.0,0.06
15,4,0.0,47.666667,0.0,0.05
15,3,0.0,53.666667,0.0,0.05
15,2,0.0,48.666667,0.0,0.06
15,1,0.0,46.666667,0.0,0.05
11,12,0.0,38.416667,0.0,0.07
11,11,0.0,127.41667,0.0,0.08
11,10,0.0,97.416667,0.0,0.09
11,9,0.0,126.41667,0.0,0.09
11,8,0.0,101.41667,0.0,0.08
11,7,0.0,146.41667,0.0,0.16
11,6,0.0,62.416667,0.0,0.15
11,5,0.0,58.416667,0.0,0.1
11,4,0.0,83.416667,0.0,0.08
11,3,0.0,96.416667,0.0,0.09
11,2,0.0,53.416667,0.0,0.09
11,1,0.0,52.416667,0.0,0.1
48,3,0.0,52.166667,0.0,0.17
48,2,0.0,57.166667,0.0,0.19
48,1,0.0,51.166667,0.0,0.22
48,4,0.0,46.166667,0.0,0.17
48,5,0.0,49.166667,0.0,0.24
48,7,0.0,52.166667,0.0,0.45
48,12,0.0,56.166667,0.0,0.18
48,11,0.0,47.166667,0.0,0.18
48,10,0.0,56.166667,0.0,0.22
48,9,0.0,63.166667,0.0,0.2
48,8,0.0,69.166667,0.0,0.19
48,6,0.0,54.166667,0.0,0.4
55,10,0.0,137.0,0.0,0.04
55,9,0.0,115.0,0.0,0.06
55,8,0.0,66.0,0.0,0.06
55,7,0.0,42.0,0.0,0.12
55,6,0.0,51.0,0.0,0.09
55,5,0.0,68.0,0.0,0.06
55,4,0.0,96.0,0.0,0.06
55,3,0.0,99.0,0.0,0.05
55,2,0.0,40.0,0.0,0.06
55,1,0.0,46.0,0.0,0.06
55,11,0.0,34.0,0.0,0.05
55,12,0.0,36.0,0.0,0.05
36,9,0.0,12.333333,0.0,1.79
36,8,0.0,12.333333,0.0,1.34
36,7,0.0,11.333333,0.0,3.88
36,6,0.0,10.333333,0.0,3.26
36,5,0.0,13.333333,0.0,1.36
36,4,0.0,7.3333333,0.0,1.58
36,3,0.0,7.3333333,0.0,1.8
36,2,0.0,9.3333333,0.0,1.57
36,10,0.0,10.333333,0.0,1.75
36,1,0.0,10.333333,0.0,1.93
35,11,0.0,52.333333,0.0,0.08
35,10,0.0,136.33333,0.0,0.1
35,9,0.0,119.33333,0.0,0.08
35,8,0.0,129.33333,0.0,0.1
35,7,0.0,147.33333,0.0,0.15
35,6,0.0,67.333333,0.0,0.2
35,5,0.0,60.333333,0.0,0.1
35,4,0.0,51.333333,0.0,0.09
35,12,0.0,43.333333,0.0,0.07
36,11,0.0,12.333333,0.0,1.41
36,12,0.0,96.333333,0.0,1.38
35,3,0.0,60.333333,0.0,0.07
35,2,0.0,96.333333,0.0,0.09
35,1,0.0,67.333333,0.0,0.09
205,11,0.0,96.75,0.0,0.06
205,10,0.0,137.75,0.0,0.05
205,9,0.0,91.75,0.0,0.05
205,8,0.0,65.75,0.0,0.06
205,7,0.0,45.75,0.0,0.08
205,6,0.0,142.75,0.0,0.08
205,5,0.0,56.75,0.0,0.05
205,4,0.0,98.75,0.0,0.05
205,3,0.0,58.75,0.0,0.05
205,2,0.0,124.75,0.0,0.06
205,1,0.0,49.75,0.0,0.05
205,12,0.0,28.75,0.0,0.06
209,12,0.0,27.75,0.0,0.18
209,11,0.0,52.75,0.0,0.21
209,10,0.0,45.75,0.0,0.23
207,10,0.0,50.75,0.0,0.27
207,9,0.0,47.75,0.0,0.22
207,8,0.0,55.75,0.0,0.23
207,7,0.0,42.75,0.0,0.45
207,6,0.0,35.75,0.0,0.41
207,5,0.0,56.75,0.0,0.2
207,4,0.0,46.75,0.0,0.19
207,3,0.0,52.75,0.0,0.26
207,2,0.0,41.75,0.0,0.19
207,1,0.0,51.75,0.0,0.21
207,11,0.0,39.75,0.0,0.19
207,12,0.0,68.75,0.0,0.2
208,2,0.0,45.833333,0.0,0.05
209,9,0.0,60.75,0.0,0.18
209,8,0.0,52.75,0.0,0.2
209,7,0.0,47.75,0.0,0.39
209,6,0.0,54.75,0.0,0.49
209,5,0.0,51.75,0.0,0.23
209,4,0.0,58.75,0.0,0.24
209,3,0.0,51.75,0.0,0.24
209,2,0.0,53.75,0.0,0.19
209,1,0.0,49.75,0.0,0.24
208,12,0.0,54.833333,0.0,0.06
208,11,0.0,60.833333,0.0,0.05
208,10,0.0,150.83333,0.0,0.04
208,9,0.0,47.833333,0.0,0.04
208,8,0.0,93.833333,0.0,0.04
208,7,0.0,112.83333,0.0,0.09
208,6,0.0,121.83333,0.0,0.09
208,5,0.0,61.833333,0.0,0.05
208,4,0.0,65.833333,0.0,0.05
208,3,0.0,76.833333,0.0,0.04
208,1,0.0,46.833333,0.0,0.06
197,12,0.0,41.833333,0.0,0.04
197,11,0.0,99.833333,0.0,0.05
197,10,0.0,148.83333,0.0,0.05
197,9,0.0,59.833333,0.0,0.05
197,8,0.0,127.83333,0.0,0.04
197,7,0.0,63.833333,0.0,0.11
197,6,0.0,52.833333,0.0,0.09
197,5,0.0,99.833333,0.0,0.05
197,4,0.0,127.83333,0.0,0.05
197,3,0.0,82.833333,0.0,0.04
197,2,0.0,50.833333,0.0,0.05
197,1,0.0,128.83333,0.0,0.04
193,12,0.0,38.333333,0.0,0.05
193,11,0.0,53.333333,0.0,0.05
193,10,0.0,151.33333,0.0,0.06
193,9,0.0,55.333333,0.0,0.05
193,8,0.0,41.333333,0.0,0.05
193,7,0.0,55.333333,0.0,0.12
193,6,0.0,111.33333,0.0,0.12
193,5,0.0,55.333333,0.0,0.05
193,4,0.0,110.33333,0.0,0.05
193,3,0.0,77.333333,0.0,0.05
193,2,0.0,56.333333,0.0,0.05
193,1,0.0,62.333333,0.0,0.06
230,8,0.0,48.083333,0.0,0.32
230,7,0.0,57.083333,0.0,0.57
230,6,0.0,54.083333,0.0,0.65
230,5,0.0,57.083333,0.0,0.41
230,4,0.0,52.083333,0.0,0.42
230,3,0.0,45.083333,0.0,0.4
230,2,0.0,49.083333,0.0,0.39
230,1,0.0,42.083333,0.0,0.41
230,9,0.0,48.083333,0.0,0.43
230,10,0.0,47.083333,0.0,0.36
230,12,0.0,58.083333,0.0,0.34
231,12,0.0,107.91667,0.0,0.17
231,11,0.0,49.916667,0.0,0.19
231,10,0.0,65.916667,0.0,0.23
231,9,0.0,57.916667,0.0,0.23
231,8,0.0,45.916667,0.0,0.2
231,7,0.0,47.916667,0.0,0.35
231,6,0.0,35.916667,0.0,0.39
231,5,0.0,49.916667,0.0,0.21
231,4,0.0,48.916667,0.0,0.2
231,3,0.0,46.916667,0.0,0.25
231,2,0.0,49.916667,0.0,0.24
231,1,0.0,38.916667,0.0,0.25
230,11,0.0,51.083333,0.0,0.38
241,12,0.0,41.25,0.0,0.32
241,11,0.0,59.25,0.0,0.37
241,10,0.0,55.25,0.0,0.37
241,9,0.0,57.25,0.0,0.42
241,8,0.0,56.25,0.0,0.32
241,7,0.0,42.25,0.0,0.6
241,6,0.0,57.25,0.0,0.9
241,5,0.0,57.25,0.0,0.43
241,4,0.0,64.25,0.0,0.34
241,2,0.0,47.25,0.0,0.4
241,1,0.0,54.25,0.0,0.39
241,3,0.0,56.25,0.0,0.3
220,12,0.0,57.833333,0.0,0.08
220,11,0.0,84.833333,0.0,0.07
220,10,0.0,75.833333,0.0,0.08
220,9,0.0,110.83333,0.0,0.08
220,8,0.0,111.83333,0.0,0.07
220,7,0.0,57.833333,0.0,0.14
220,6,0.0,131.83333,0.0,0.14
220,5,0.0,54.833333,0.0,0.07
220,4,0.0,132.83333,0.0,0.08
220,3,0.0,58.833333,0.0,0.08
220,2,0.0,39.833333,0.0,0.07
220,1,0.0,110.83333,0.0,0.08
215,5,0.0,62.666667,0.0,0.05
215,4,0.0,85.666667,0.0,0.04
215,3,0.0,56.666667,0.0,0.05
215,2,0.0,128.66667,0.0,0.05
215,1,0.0,58.666667,0.0,0.06
215,6,0.0,58.666667,0.0,0.07
215,7,0.0,58.666667,0.0,0.08
215,9,0.0,80.666667,0.0,0.06
216,12,0.0,97.75,0.0,1.38
216,11,0.0,6.75,0.0,1.33
216,10,0.0,11.75,0.0,1.34
216,9,0.0,10.75,0.0,1.42
216,8,0.0,11.75,0.0,1.51
216,7,0.0,10.75,0.0,3.3
216,6,0.0,4.75,0.0,2.66
216,5,0.0,10.75,0.0,1.68
216,4,0.0,8.75,0.0,1.76
216,3,0.0,10.75,0.0,1.86
216,2,0.0,3.75,0.0,1.38
216,1,0.0,12.75,0.0,1.94
215,12,0.0,55.666667,0.0,0.04
215,11,0.0,101.66667,0.0,0.06
215,10,0.0,108.66667,0.0,0.05
215,8,0.0,49.666667,0.0,0.06
141,12,0.0,68.416667,0.0,1.7
141,11,0.0,12.416667,0.0,1.88
141,10,0.0,9.4166667,0.0,1.59
141,9,0.0,10.416667,0.0,1.74
145,1,0.0,43.833333,0.0,0.25
141,8,0.0,9.4166667,0.0,1.91
141,7,0.0,9.4166667,0.0,3.17
141,6,0.0,13.416667,0.0,3.21
141,5,0.0,9.4166667,0.0,2.18
145,2,0.0,46.833333,0.0,0.19
141,4,0.0,9.4166667,0.0,1.91
141,3,0.0,13.416667,0.0,2.02
141,2,0.0,10.416667,0.0,1.62
141,1,0.0,11.416667,0.0,1.72
145,3,0.0,58.833333,0.0,0.21
145,5,0.0,56.833333,0.0,0.26
150,9,0.0,12.75,0.0,1.62
150,8,0.0,12.75,0.0,1.95
150,7,0.0,11.75,0.0,2.98
150,6,0.0,10.75,0.0,3.6
150,5,0.0,12.75,0.0,1.67
150,4,0.0,13.75,0.0,1.51
150,3,0.0,13.75,0.0,1.8
150,2,0.0,11.75,0.0,1.62
150,10,0.0,13.75,0.0,1.73
150,1,0.0,11.75,0.0,1.71
149,11,0.0,13.0,0.0,1.93
149,10,0.0,21.0,0.0,1.54
149,9,0.0,12.0,0.0,1.52
149,8,0.0,12.0,0.0,1.69
149,7,0.0,12.0,0.0,3.71
149,6,0.0,12.0,0.0,2.89
149,5,0.0,11.0,0.0,2.12
149,4,0.0,10.0,0.0,1.67
149,12,0.0,12.0,0.0,1.55
150,11,0.0,11.75,0.0,1.88
150,12,0.0,19.75,0.0,2.0
152,8,0.0,55.5,0.0,0.05
152,7,0.0,29.5,0.0,0.09
152,6,0.0,109.5,0.0,0.08
152,5,0.0,49.5,0.0,0.04
152,4,0.0,67.5,0.0,0.04
152,3,0.0,38.5,0.0,0.06
152,2,0.0,65.5,0.0,0.04
152,1,0.0,57.5,0.0,0.06
149,3,0.0,13.0,0.0,1.72
149,2,0.0,12.0,0.0,1.66
149,1,0.0,12.0,0.0,1.77
145,12,0.0,100.83333,0.0,0.24
145,11,0.0,55.833333,0.0,0.19
145,10,0.0,51.833333,0.0,0.19
145,9,0.0,54.833333,0.0,0.21
145,8,0.0,55.833333,0.0,0.25
145,7,0.0,48.833333,0.0,0.45
145,6,0.0,50.833333,0.0,0.47
147,1,0.0,58.833333,0.0,0.34
145,4,0.0,54.833333,0.0,0.26
147,2,0.0,31.833333,0.0,0.3
147,4,0.0,41.833333,0.0,0.39
147,12,0.0,229.83333,0.0,0.41
147,11,0.0,47.833333,0.0,0.44
147,10,0.0,31.833333,0.0,0.34
147,9,0.0,54.833333,0.0,0.36
147,8,0.0,58.833333,0.0,0.32
147,7,0.0,39.833333,0.0,0.62
147,6,0.0,47.833333,0.0,0.58
147,5,0.0,29.833333,0.0,0.36
147,3,0.0,35.833333,0.0,0.42
129,10,0.0,12.25,0.0,1.48
129,9,0.0,7.25,0.0,1.8
129,8,0.0,12.25,0.0,1.47
129,7,0.0,10.25,0.0,2.81
129,6,0.0,12.25,0.0,2.93
129,5,0.0,11.25,0.0,1.89
129,4,0.0,16.25,0.0,1.68
129,3,0.0,10.25,0.0,1.47
129,2,0.0,12.25,0.0,1.7
129,1,0.0,14.25,0.0,1.63
129,11,0.0,12.25,0.0,1.37
129,12,0.0,102.25,0.0,1.47
135,7,0.0,51.916667,0.0,0.65
135,6,0.0,50.916667,0.0,0.66
135,5,0.0,50.916667,0.0,0.34
135,4,0.0,49.916667,0.0,0.43
135,3,0.0,57.916667,0.0,0.42
135,2,0.0,53.916667,0.0,0.39
135,1,0.0,53.916667,0.0,0.35
135,8,0.0,45.916667,0.0,0.33
133,12,0.0,83.833333,0.0,0.19
135,9,0.0,56.916667,0.0,0.3
135,11,0.0,51.916667,0.0,0.42
136,12,0.0,144.66667,0.0,1.86
136,11,0.0,12.666667,0.0,1.79
136,10,0.0,10.666667,0.0,1.32
136,9,0.0,7.6666667,0.0,1.63
136,8,0.0,10.666667,0.0,1.58
136,7,0.0,12.666667,0.0,3.27
136,6,0.0,11.666667,0.0,3.63
136,5,0.0,9.6666667,0.0,1.41
136,4,0.0,13.666667,0.0,1.61
136,3,0.0,6.6666667,0.0,1.61
136,2,0.0,7.6666667,0.0,1.51
136,1,0.0,18.666667,0.0,1.64
135,12,0.0,44.916667,0.0,0.33
135,10,0.0,49.916667,0.0,0.39
152,9,0.0,137.5,0.0,0.05
133,11,0.0,54.833333,0.0,0.2
133,9,0.0,56.833333,0.0,0.21
133,10,0.0,46.833333,0.0,0.23
133,8,0.0,54.833333,0.0,0.19
133,7,0.0,48.833333,0.0,0.39
133,6,0.0,57.833333,0.0,0.4
133,5,0.0,56.833333,0.0,0.19
133,4,0.0,43.833333,0.0,0.21
133,3,0.0,50.833333,0.0,0.18
133,2,0.0,50.833333,0.0,0.22
133,1,0.0,46.833333,0.0,0.23
152,10,0.0,86.5,0.0,0.06
152,12,0.0,68.5,0.0,0.04
168,12,0.0,122.83333,0.0,0.06
168,11,0.0,102.83333,0.0,0.05
168,10,0.0,59.833333,0.0,0.04
168,9,0.0,51.833333,0.0,0.05
168,8,0.0,51.833333,0.0,0.06
168,7,0.0,71.833333,0.0,0.08
168,6,0.0,69.833333,0.0,0.1
168,5,0.0,45.833333,0.0,0.05
168,4,0.0,98.833333,0.0,0.06
168,3,0.0,39.833333,0.0,0.06
176,12,0.0,43.583333,0.0,0.2
176,11,0.0,54.583333,0.0,0.24
176,10,0.0,56.583333,0.0,0.21
176,9,0.0,57.583333,0.0,0.26
176,8,0.0,53.583333,0.0,0.19
176,7,0.0,49.583333,0.0,0.5
176,6,0.0,56.583333,0.0,0.49
176,5,0.0,52.583333,0.0,0.24
176,4,0.0,56.583333,0.0,0.24
176,3,0.0,55.583333,0.0,0.19
176,2,0.0,48.583333,0.0,0.26
176,1,0.0,42.583333,0.0,0.21
168,2,0.0,47.833333,0.0,0.05
168,1,0.0,47.833333,0.0,0.06
167,12,0.0,143.91667,0.0,0.26
155,12,0.0,98.75,0.0,0.21
155,11,0.0,55.75,0.0,0.23
155,10,0.0,47.75,0.0,0.19
155,9,0.0,58.75,0.0,0.25
155,8,0.0,42.75,0.0,0.21
155,7,0.0,40.75,0.0,0.36
155,6,0.0,41.75,0.0,0.36
155,5,0.0,34.75,0.0,0.22
155,4,0.0,51.75,0.0,0.22
155,3,0.0,40.75,0.0,0.22
155,2,0.0,42.75,0.0,0.18
155,1,0.0,39.75,0.0,0.2
165,12,0.0,82.166667,0.0,0.18
165,11,0.0,52.166667,0.0,0.22
165,10,0.0,48.166667,0.0,0.21
165,9,0.0,53.166667,0.0,0.23
165,8,0.0,52.166667,0.0,0.24
165,7,0.0,54.166667,0.0,0.32
165,6,0.0,48.166667,0.0,0.51
165,5,0.0,46.166667,0.0,0.18
165,4,0.0,56.166667,0.0,0.2
165,3,0.0,52.166667,0.0,0.21
165,2,0.0,53.166667,0.0,0.19
165,1,0.0,44.166667,0.0,0.2
167,11,0.0,51.916667,0.0,0.21
167,10,0.0,42.916667,0.0,0.19
167,9,0.0,53.916667,0.0,0.24
167,8,0.0,54.916667,0.0,0.25
167,7,0.0,55.916667,0.0,0.41
167,6,0.0,27.916667,0.0,0.36
167,5,0.0,40.916667,0.0,0.24
167,4,0.0,54.916667,0.0,0.23
167,3,0.0,46.916667,0.0,0.2
167,2,0.0,48.916667,0.0,0.2
167,1,0.0,56.916667,0.0,0.21
152,11,0.0,55.5,0.0,0.05
162,2,0.0,48.75,0.0,0.04
162,1,0.0,54.75,0.0,0.04
162,3,0.0,55.75,0.0,0.05
162,4,0.0,121.75,0.0,0.05
162,6,0.0,54.75,0.0,0.1
162,12,0.0,40.75,0.0,0.06
162,11,0.0,54.75,0.0,0.06
162,10,0.0,52.75,0.0,0.04
162,9,0.0,50.75,0.0,0.05
162,8,0.0,100.75,0.0,0.06
162,7,0.0,133.75,0.0,0.12
162,5,0.0,54.75,0.0,0.05
810,12,0.0,12.416667,0.0,1.65
810,11,0.0,7.4166667,0.0,1.76
810,10,0.0,11.416667,0.0,2.11
810,9,0.0,13.416667,0.0,2.09
810,8,0.0,19.416667,0.0,1.54
810,7,0.0,13.416667,0.0,3.25
810,6,0.0,11.416667,0.0,2.61
810,5,0.0,13.416667,0.0,2.16
810,4,0.0,12.416667,0.0,2.11
810,3,0.0,8.4166667,0.0,1.82
810,2,0.0,12.416667,0.0,1.98
810,1,0.0,11.416667,0.0,1.58
819,9,0.0,57.25,0.0,0.33
819,8,0.0,71.25,0.0,0.31
819,7,0.0,43.25,0.0,0.85
819,6,0.0,53.25,0.0,0.55
819,5,0.0,55.25,0.0,0.36
819,4,0.0,52.25,0.0,0.39
819,3,0.0,54.25,0.0,0.37
819,2,0.0,51.25,0.0,0.32
819,10,0.0,49.25,0.0,0.32
819,1,0.0,40.25,0.0,0.34
819,11,0.0,55.25,0.0,0.4
819,12,0.0,65.25,0.0,0.3
815,12,0.0,101.75,0.0,0.21
815,11,0.0,56.75,0.0,0.23
815,10,0.0,51.75,0.0,0.22
815,9,0.0,51.75,0.0,0.2
815,8,0.0,36.75,0.0,0.22
815,7,0.0,57.75,0.0,0.4
815,6,0.0,47.75,0.0,0.5
815,5,0.0,57.75,0.0,0.17
815,4,0.0,51.75,0.0,0.18
815,3,0.0,29.75,0.0,0.25
815,2,0.0,45.75,0.0,0.21
815,1,0.0,51.75,0.0,0.21
794,12,0.0,125.08333,0.0,0.18
794,11,0.0,40.083333,0.0,0.24
794,10,0.0,55.083333,0.0,0.2
794,9,0.0,56.083333,0.0,0.25
794,8,0.0,53.083333,0.0,0.21
794,7,0.0,47.083333,0.0,0.44
794,6,0.0,39.083333,0.0,0.36
794,5,0.0,46.083333,0.0,0.21
794,4,0.0,53.083333,0.0,0.21
794,3,0.0,50.083333,0.0,0.23
794,2,0.0,36.083333,0.0,0.24
794,1,0.0,44.083333,0.0,0.19
803,12,0.0,108.58333,0.0,0.24
803,11,0.0,48.583333,0.0,0.18
803,9,0.0,57.583333,0.0,0.22
803,8,0.0,53.583333,0.0,0.17
803,7,0.0,46.583333,0.0,0.42
803,6,0.0,56.583333,0.0,0.41
803,5,0.0,58.583333,0.0,0.21
803,4,0.0,54.583333,0.0,0.18
803,3,0.0,45.583333,0.0,0.19
803,2,0.0,54.583333,0.0,0.18
803,10,0.0,48.583333,0.0,0.22
803,1,0.0,57.583333,0.0,0.18
843,12,0.0,36.416667,0.0,0.26
843,11,0.0,63.416667,0.0,0.24
843,10,0.0,57.416667,0.0,0.19
843,9,0.0,54.416667,0.0,0.25
843,8,0.0,58.416667,0.0,0.25
843,7,0.0,58.416667,0.0,0.35
843,6,0.0,53.416667,0.0,0.46
843,5,0.0,57.416667,0.0,0.19
843,4,0.0,57.416667,0.0,0.19
843,3,0.0,51.416667,0.0,0.22
843,2,0.0,50.416667,0.0,0.21
843,1,0.0,54.416667,0.0,0.24
840,12,0.0,48.416667,0.0,0.06
840,11,0.0,57.416667,0.0,0.05
840,10,0.0,123.41667,0.0,0.05
840,9,0.0,51.416667,0.0,0.06
840,8,0.0,58.416667,0.0,0.05
840,7,0.0,85.416667,0.0,0.08
840,6,0.0,58.416667,0.0,0.11
840,5,0.0,50.416667,0.0,0.04
840,4,0.0,56.416667,0.0,0.06
840,3,0.0,58.416667,0.0,0.06
840,2,0.0,55.416667,0.0,0.05
840,1,0.0,44.416667,0.0,0.05
849,12,0.0,33.666667,0.0,0.06
849,11,0.0,52.666667,0.0,0.05
849,10,0.0,91.666667,0.0,0.06
849,9,0.0,55.666667,0.0,0.06
849,8,0.0,62.666667,0.0,0.05
849,7,0.0,133.66667,0.0,0.11
849,6,0.0,44.666667,0.0,0.11
849,4,0.0,91.666667,0.0,0.04
849,3,0.0,54.666667,0.0,0.06
849,2,0.0,103.66667,0.0,0.04
849,1,0.0,75.666667,0.0,0.06
848,12,0.0,53.5,0.0,0.27
848,11,0.0,60.5,0.0,0.24
848,10,0.0,47.5,0.0,0.23
848,9,0.0,51.5,0.0,0.23
849,5,0.0,59.666667,0.0,0.06
848,8,0.0,56.5,0.0,0.22
848,7,0.0,55.5,0.0,0.41
848,6,0.0,42.5,0.0,0.42
848,5,0.0,49.5,0.0,0.27
848,4,0.0,55.5,0.0,0.25
848,3,0.0,55.5,0.0,0.23
848,2,0.0,37.5,0.0,0.27
848,1,0.0,54.5,0.0,0.23
835,1,0.0,55.083333,0.0,0.25
835,2,0.0,44.083333,0.0,0.23
835,4,0.0,51.083333,0.0,0.22
835,12,0.0,93.083333,0.0,0.25
835,11,0.0,54.083333,0.0,0.27
835,10,0.0,51.083333,0.0,0.23
835,9,0.0,49.083333,0.0,0.2
835,8,0.0,47.083333,0.0,0.22
835,7,0.0,42.083333,0.0,0.41
835,6,0.0,47.083333,0.0,0.38
835,5,0.0,57.083333,0.0,0.21
835,3,0.0,48.083333,0.0,0.22
832,12,0.0,33.833333,0.0,0.05
832,11,0.0,82.833333,0.0,0.06
832,10,0.0,44.833333,0.0,0.05
832,9,0.0,65.833333,0.0,0.05
832,8,0.0,139.83333,0.0,0.04
832,7,0.0,88.833333,0.0,0.11
832,6,0.0,89.833333,0.0,0.11
832,5,0.0,89.833333,0.0,0.05
832,4,0.0,55.833333,0.0,0.05
832,3,0.0,39.833333,0.0,0.06
832,2,0.0,57.833333,0.0,0.06
832,1,0.0,65.833333,0.0,0.06
753,4,0.0,58.583333,0.0,0.12
753,3,0.0,81.583333,0.0,0.12
753,2,0.0,79.583333,0.0,0.09
753,1,0.0,29.583333,0.0,0.11
752,12,0.0,51.75,0.0,0.05
752,11,0.0,102.75,0.0,0.06
752,10,0.0,46.75,0.0,0.05
752,9,0.0,80.75,0.0,0.06
752,8,0.0,50.75,0.0,0.04
752,7,0.0,109.75,0.0,0.11
752,6,0.0,134.75,0.0,0.09
752,5,0.0,68.75,0.0,0.05
752,4,0.0,120.75,0.0,0.06
752,3,0.0,88.75,0.0,0.06
752,2,0.0,53.75,0.0,0.05
752,1,0.0,53.75,0.0,0.05
753,5,0.0,48.583333,0.0,0.09
753,6,0.0,138.58333,0.0,0.18
753,8,0.0,148.58333,0.0,0.09
758,12,0.0,33.5,0.0,0.07
758,11,0.0,61.5,0.0,0.09
758,10,0.0,54.5,0.0,0.09
758,9,0.0,66.5,0.0,0.07
758,8,0.0,162.5,0.0,0.08
758,7,0.0,54.5,0.0,0.13
758,6,0.0,56.5,0.0,0.14
758,5,0.0,57.5,0.0,0.09
758,4,0.0,142.5,0.0,0.08
758,2,0.0,54.5,0.0,0.08
758,1,0.0,98.5,0.0,0.09
758,3,0.0,76.5,0.0,0.09
760,11,0.0,62.083333,0.0,0.4
760,10,0.0,56.083333,0.0,0.36
760,9,0.0,50.083333,0.0,0.4
760,8,0.0,50.083333,0.0,0.33
760,7,0.0,43.083333,0.0,0.68
760,6,0.0,51.083333,0.0,0.64
760,5,0.0,56.083333,0.0,0.32
760,4,0.0,38.083333,0.0,0.34
760,3,0.0,51.083333,0.0,0.36
760,2,0.0,49.083333,0.0,0.3
760,1,0.0,42.083333,0.0,0.31
755,3,0.0,47.583333,0.0,0.05
755,2,0.0,119.58333,0.0,0.06
755,1,0.0,50.583333,0.0,0.05
753,12,0.0,34.583333,0.0,0.12
753,11,0.0,46.583333,0.0,0.09
753,10,0.0,85.583333,0.0,0.12
753,9,0.0,121.58333,0.0,0.12
755,4,0.0,115.58333,0.0,0.05
753,7,0.0,87.583333,0.0,0.16
755,5,0.0,52.583333,0.0,0.06
755,7,0.0,93.583333,0.0,0.12
755,12,0.0,56.583333,0.0,0.05
755,11,0.0,55.583333,0.0,0.05
755,10,0.0,128.58333,0.0,0.06
755,9,0.0,130.58333,0.0,0.04
755,8,0.0,130.58333,0.0,0.06
755,6,0.0,39.583333,0.0,0.1
736,2,0.0,15.333333,0.0,1.85
736,1,0.0,11.333333,0.0,1.52
736,3,0.0,6.3333333,0.0,1.97
736,4,0.0,9.3333333,0.0,2.06
