id_producto,id_tienda,periodo,stock_inicial,unidades_vendidas,reabastecimiento,stock_final,costo_almacenamiento_unitario,costo_almacenamiento_total
88,7,2023-02,46,3,0,43,0.2,8.6
88,7,2023-03,43,8,9,44,0.26,11.44
88,7,2023-04,44,6,0,38,0.21,7.98
88,7,2023-05,38,0,21,59,0.26,15.34
88,7,2023-06,59,0,0,59,0.24,14.16
88,7,2023-07,59,0,0,59,0.22,12.98
88,7,2023-08,59,6,0,53,0.23,12.19
88,7,2023-09,53,3,0,50,0.25,12.5
88,7,2023-10,50,0,1,51,0.26,13.26
88,7,2023-11,51,1,0,50,0.25,12.5
88,7,2023-12,50,2,3,51,0.21,10.71
88,7,2024-01,51,0,0,51,0.22,11.22
88,7,2024-02,51,9,0,42,0.2,8.4
88,7,2024-03,42,7,0,35,0.27,9.45
88,7,2024-04,35,0,22,57,0.24,13.68
88,7,2024-05,57,1,0,56,0.19,10.64
88,7,2024-06,56,0,0,56,0.2,11.2
88,7,2024-07,56,0,0,56,0.24,13.44
88,7,2024-08,56,0,0,56,0.24,13.44
88,7,2024-09,56,0,0,56,0.24,13.44
88,7,2024-10,56,3,3,56,0.26,14.56
88,7,2024-11,56,0,0,56,0.25,14.0
88,7,2024-12,56,0,0,56,0.24,13.44
88,7,2025-01,56,0,0,56,0.27,15.12
88,7,2025-02,56,0,0,56,0.25,14.0
88,7,2025-03,56,6,0,50,0.24,12.0
88,7,2025-04,50,0,0,50,0.36,18.0
88,7,2025-05,50,0,0,50,0.44,22.0
88,7,2025-06,50,0,1,51,0.43,21.93
88,7,2025-07,51,3,0,48,0.41,19.68
88,7,2025-08,48,0,0,48,0.54,25.92
88,7,2025-09,48,0,0,48,0.38,18.24
88,7,2025-10,48,0,11,59,0.42,24.78
88,7,2025-11,59,0,0,59,0.34,20.06
88,7,2025-12,59,1,0,58,0.55,31.9
88,8,2023-01,33,0,11,44,0.23,10.12
88,8,2023-02,44,14,16,46,0.21,9.66
88,8,2023-03,46,7,12,51,0.22,11.22
88,8,2023-04,51,0,0,51,0.24,12.24
88,8,2023-05,51,1,10,60,0.19,11.4
88,8,2023-06,60,0,0,60,0.27,16.2
88,8,2023-07,60,0,0,60,0.27,16.2
88,8,2023-08,60,0,0,60,0.27,16.2
88,8,2023-09,60,0,0,60,0.24,14.4
88,8,2023-10,60,0,0,60,0.24,14.4
88,8,2023-11,60,0,0,60,0.26,15.6
88,8,2023-12,60,2,0,58,0.27,15.66
88,8,2024-01,58,0,0,58,0.2,11.6
88,8,2024-02,58,1,0,57,0.27,15.39
88,8,2024-03,57,0,0,57,0.23,13.11
88,8,2024-04,57,0,0,57,0.24,13.68
88,8,2024-05,57,0,0,57,0.23,13.11
88,8,2024-06,57,0,0,57,0.26,14.82
88,8,2024-07,57,2,0,55,0.26,14.3
88,8,2024-08,55,0,0,55,0.2,11.0
88,8,2024-09,55,0,0,55,0.23,12.65
88,8,2024-10,55,2,0,53,0.24,12.72
88,8,2024-11,53,0,0,53,0.27,14.31
88,8,2024-12,53,3,0,50,0.19,9.5
88,8,2025-01,50,0,5,55,0.24,13.2
88,8,2025-02,55,9,0,46,0.19,8.74
88,8,2025-03,46,7,3,42,0.24,10.08
88,8,2025-04,42,2,0,40,0.23,9.2
88,8,2025-05,40,0,0,40,0.27,10.8
88,8,2025-06,40,0,11,51,0.23,11.73
88,8,2025-07,51,0,0,51,0.26,13.26
88,8,2025-08,51,0,0,51,0.2,10.2
88,8,2025-09,51,0,0,51,0.24,12.24
88,8,2025-10,51,0,0,51,0.26,13.26
88,8,2025-11,51,0,0,51,0.21,10.71
88,8,2025-12,51,0,0,51,0.25,12.75
88,9,2023-01,78,0,0,78,0.2,15.6
88,9,2023-02,78,0,0,78,0.22,17.16
88,9,2023-03,78,5,0,73,0.27,19.71
88,9,2023-04,73,1,0,72,0.24,17.28
88,9,2023-05,72,0,0,72,0.19,13.68
88,9,2023-06,72,0,0,72,0.27,19.44
88,9,2023-07,72,0,0,72,0.24,17.28
88,9,2023-08,72,0,0,72,0.25,18.0
88,9,2023-09,72,0,0,72,0.27,19.44
88,9,2023-10,72,0,0,72,0.22,15.84
88,9,2023-11,72,3,0,69,0.19,13.11
88,9,2023-12,69,0,0,69,0.2,13.8
88,9,2024-01,69,2,0,67,0.25,16.75
88,9,2024-02,67,0,0,67,0.25,16.75
88,9,2024-03,67,0,0,67,0.24,16.08
88,9,2024-04,67,0,0,67,0.24,16.08
88,9,2024-05,67,0,0,67,0.26,17.42
88,9,2024-06,67,0,0,67,0.2,13.4
88,9,2024-07,67,0,0,67,0.25,16.75
88,9,2024-08,67,0,0,67,0.21,14.07
88,9,2024-09,67,0,0,67,0.21,14.07
88,9,2024-10,67,0,0,67,0.19,12.73
88,9,2024-11,67,1,0,66,0.23,15.18
88,9,2024-12,66,0,0,66,0.21,13.86
88,9,2025-01,66,0,0,66,0.21,13.86
88,9,2025-02,66,1,0,65,0.2,13.0
88,9,2025-03,65,4,0,61,0.19,11.59
88,9,2025-04,61,0,0,61,0.25,15.25
88,9,2025-05,61,0,0,61,0.26,15.86
88,9,2025-06,61,0,0,61,0.27,16.47
88,9,2025-07,61,0,0,61,0.22,13.42
88,9,2025-08,61,0,0,61,0.21,12.81
88,9,2025-09,61,0,0,61,0.24,14.64
88,9,2025-10,61,0,0,61,0.22,13.42
88,9,2025-11,61,3,0,58,0.27,15.66
88,9,2025-12,58,0,0,58,0.25,14.5
88,10,2023-01,29,0,12,41,0.25,10.25
88,10,2023-02,41,0,3,44,0.19,8.36
88,10,2023-03,44,0,0,44,0.27,11.88
88,10,2023-04,44,0,0,44,0.23,10.12
88,10,2023-05,44,5,17,56,0.25,14.0
88,10,2023-06,56,0,3,59,0.26,15.34
88,10,2023-07,59,0,0,59,0.23,13.57
88,10,2023-08,59,0,0,59,0.27,15.93
88,10,2023-09,59,0,0,59,0.21,12.39
88,10,2023-10,59,0,0,59,0.27,15.93
88,10,2023-11,59,1,0,58,0.22,12.76
88,10,2023-12,58,0,0,58,0.27,15.66
88,10,2024-01,58,0,0,58,0.22,12.76
88,10,2024-02,58,5,0,53,0.19,10.07
88,10,2024-03,53,2,6,57,0.24,13.68
88,10,2024-04,57,0,3,60,0.19,11.4
88,10,2024-05,60,0,0,60,0.25,15.0
88,10,2024-06,60,0,0,60,0.27,16.2
88,10,2024-07,60,0,0,60,0.24,14.4
88,10,2024-08,60,0,0,60,0.19,11.4
88,10,2024-09,60,0,0,60,0.19,11.4
88,10,2024-10,60,0,0,60,0.26,15.6
88,10,2024-11,60,5,0,55,0.22,12.1
88,10,2024-12,55,0,0,55,0.27,14.85
88,10,2025-01,55,0,0,55,0.24,13.2
88,10,2025-02,55,3,0,52,0.2,10.4
88,10,2025-03,52,2,10,60,0.21,12.6
88,10,2025-04,60,0,0,60,0.27,16.2
88,10,2025-05,60,1,0,59,0.19,11.21
88,10,2025-06,59,1,0,58,0.26,15.08
88,10,2025-07,58,0,0,58,0.27,15.66
88,10,2025-08,58,0,0,58,0.21,12.18
88,10,2025-09,58,0,0,58,0.26,15.08
88,10,2025-10,58,0,0,58,0.27,15.66
88,10,2025-11,58,0,0,58,0.24,13.92
88,10,2025-12,58,0,0,58,0.21,12.18
88,11,2023-01,65,0,0,65,0.24,15.6
88,11,2023-02,65,0,0,65,0.24,15.6
88,11,2023-03,65,8,0,57,0.27,15.39
88,11,2023-04,57,0,0,57,0.21,11.97
88,11,2023-05,57,0,0,57,0.19,10.83
88,11,2023-06,57,3,0,54,0.21,11.34
88,11,2023-07,54,0,0,54,0.2,10.8
88,11,2023-08,54,1,0,53,0.25,13.25
88,11,2023-09,53,0,0,53,0.21,11.13
88,11,2023-10,53,0,3,56,0.19,10.64
88,11,2023-11,56,0,0,56,0.19,10.64
88,11,2023-12,56,0,0,56,0.21,11.76
88,11,2024-01,56,0,0,56,0.2,11.2
88,11,2024-02,56,2,0,54,0.25,13.5
88,11,2024-03,54,0,5,59,0.27,15.93
88,11,2024-04,59,0,0,59,0.25,14.75
88,11,2024-05,59,0,1,60,0.24,14.4
88,11,2024-06,60,0,0,60,0.25,15.0
88,11,2024-07,60,0,0,60,0.22,13.2
88,11,2024-08,60,0,0,60,0.22,13.2
88,11,2024-09,60,0,0,60,0.27,16.2
88,11,2024-10,60,0,0,60,0.21,12.6
88,11,2024-11,60,1,0,59,0.22,12.98
88,11,2024-12,59,0,0,59,0.25,14.75
88,11,2025-01,59,0,0,59,0.21,12.39
88,11,2025-02,59,4,0,55,0.25,13.75
88,11,2025-03,55,1,0,54,0.2,10.8
88,11,2025-04,54,0,0,54,0.25,13.5
88,11,2025-05,54,0,0,54,0.25,13.5
88,11,2025-06,54,0,0,54,0.25,13.5
88,11,2025-07,54,0,0,54,0.23,12.42
88,11,2025-08,54,0,0,54,0.26,14.04
88,11,2025-09,54,0,0,54,0.24,12.96
88,11,2025-10,54,0,0,54,0.22,11.88
88,11,2025-11,54,0,0,54,0.23,12.42
88,11,2025-12,54,3,4,55,0.23,12.65
88,12,2023-01,51,0,0,51,0.21,10.71
88,12,2023-02,51,29,22,44,0.19,8.36
88,12,2023-03,44,14,10,40,0.2,8.0
88,12,2023-04,40,20,10,30,0.27,8.1
88,12,2023-05,30,2,27,55,0.22,12.1
88,12,2023-06,55,3,0,52,0.2,10.4
88,12,2023-07,52,24,21,49,0.25,12.25
88,12,2023-08,49,3,0,46,0.23,10.58
88,12,2023-09,46,0,13,59,0.19,11.21
88,12,2023-10,59,2,0,57,0.24,13.68
88,12,2023-11,57,42,53,68,0.2,13.6
88,12,2023-12,68,16,0,52,0.21,10.92
88,12,2024-01,52,0,0,52,0.2,10.4
88,12,2024-02,52,12,11,51,0.2,10.2
88,12,2024-03,51,29,24,46,0.24,11.04
88,12,2024-04,46,15,16,47,0.23,10.81
88,12,2024-05,47,1,0,46,0.25,11.5
88,12,2024-06,46,9,9,46,0.2,9.2
88,12,2024-07,46,28,27,45,0.23,10.35
88,12,2024-08,45,3,0,42,0.23,9.66
88,12,2024-09,42,5,0,37,0.19,7.03
88,12,2024-10,37,2,12,47,0.27,12.69
88,12,2024-11,47,58,99,88,0.25,22.0
88,12,2024-12,88,8,0,80,0.21,16.8
88,12,2025-01,80,3,0,77,0.23,17.71
88,12,2025-02,77,39,16,54,0.23,12.42
88,12,2025-03,54,37,39,56,0.25,14.0
88,12,2025-04,56,9,0,47,0.23,10.81
88,12,2025-05,47,12,12,47,0.19,8.93
88,12,2025-06,47,6,10,51,0.23,11.73
88,12,2025-07,51,19,0,32,0.24,7.68
88,12,2025-08,32,5,0,27,0.27,7.29
88,12,2025-09,27,10,17,34,0.27,9.18
88,12,2025-10,34,11,20,43,0.26,11.18
88,12,2025-11,43,68,133,108,0.24,25.92
88,12,2025-12,108,0,0,108,0.23,24.84
89,1,2023-01,66,0,0,66,0.21,13.86
89,1,2023-02,66,0,0,66,0.27,17.82
89,1,2023-03,66,3,0,63,0.2,12.6
89,1,2023-04,63,0,0,63,0.25,15.75
89,1,2023-05,63,3,0,60,0.25,15.0
89,1,2023-06,60,0,0,60,0.24,14.4
89,1,2023-07,60,0,0,60,0.25,15.0
89,1,2023-08,60,1,0,59,0.25,14.75
89,1,2023-09,59,0,0,59,0.2,11.8
89,1,2023-10,59,3,0,56,0.22,12.32
89,1,2023-11,56,0,0,56,0.25,14.0
89,1,2023-12,56,13,0,43,0.21,9.03
89,1,2024-01,43,0,5,48,0.23,11.04
89,1,2024-02,48,1,5,52,0.19,9.88
89,1,2024-03,52,0,0,52,0.26,13.52
89,1,2024-04,52,1,6,57,0.25,14.25
89,1,2024-05,57,0,0,57,0.19,10.83
89,1,2024-06,57,3,0,54,0.26,14.04
89,1,2024-07,54,5,0,49,0.26,12.74
89,1,2024-08,49,3,0,46,0.21,9.66
89,1,2024-09,46,0,0,46,0.26,11.96
89,1,2024-10,46,0,6,52,0.22,11.44
89,1,2024-11,52,0,2,54,0.25,13.5
89,1,2024-12,54,7,5,52,0.22,11.44
89,1,2025-01,52,0,0,52,0.26,13.52
89,1,2025-02,52,0,3,55,0.26,14.3
89,1,2025-03,55,4,0,51,0.25,12.75
89,1,2025-04,51,0,2,53,0.27,14.31
89,1,2025-05,53,1,0,52,0.2,10.4
89,1,2025-06,52,0,0,52,0.23,11.96
89,1,2025-07,52,0,0,52,0.25,13.0
89,1,2025-08,52,0,0,52,0.24,12.48
89,1,2025-09,52,2,0,50,0.23,11.5
89,1,2025-10,50,5,0,45,0.2,9.0
89,1,2025-11,45,0,0,45,0.19,8.55
89,1,2025-12,45,14,28,59,0.26,15.34
89,2,2023-01,25,2,0,23,0.24,5.52
89,2,2023-02,23,4,34,53,0.23,12.19
89,2,2023-03,53,3,0,50,0.26,13.0
89,2,2023-04,50,0,0,50,0.26,13.0
89,2,2023-05,50,1,7,56,0.2,11.2
89,2,2023-06,56,0,0,56,0.24,13.44
89,2,2023-07,56,0,0,56,0.26,14.56
89,2,2023-08,56,0,0,56,0.26,14.56
89,2,2023-09,56,6,0,50,0.22,11.0
89,2,2023-10,50,0,1,51,0.24,12.24
89,2,2023-11,51,0,0,51,0.23,11.73
89,2,2023-12,51,28,14,37,0.26,9.62
89,2,2024-01,37,0,0,37,0.19,7.03
89,2,2024-02,37,0,0,37,0.26,9.62
89,2,2024-03,37,0,0,37,0.24,8.88
89,2,2024-04,37,0,3,40,0.21,8.4
89,2,2024-05,40,1,17,56,0.24,13.44
89,2,2024-06,56,0,0,56,0.19,10.64
89,2,2024-07,56,0,0,56,0.22,12.32
89,2,2024-08,56,0,0,56,0.22,12.32
89,2,2024-09,56,0,0,56,0.19,10.64
89,2,2024-10,56,0,0,56,0.23,12.88
89,2,2024-11,56,1,0,55,0.26,14.3
89,2,2024-12,55,12,7,50,0.22,11.0
89,2,2025-01,50,3,0,47,0.27,12.69
89,2,2025-02,47,0,0,47,0.25,11.75
89,2,2025-03,47,0,0,47,0.21,9.87
89,2,2025-04,47,2,0,45,0.2,9.0
89,2,2025-05,45,1,15,59,0.27,15.93
89,2,2025-06,59,0,0,59,0.25,14.75
89,2,2025-07,59,2,0,57,0.23,13.11
89,2,2025-08,57,0,0,57,0.21,11.97
89,2,2025-09,57,0,0,57,0.2,11.4
89,2,2025-10,57,1,0,56,0.24,13.44
89,2,2025-11,56,0,0,56,0.27,15.12
89,2,2025-12,56,11,4,49,0.25,12.25
89,3,2023-01,36,6,0,30,0.26,7.8
89,3,2023-02,30,0,19,49,0.21,10.29
89,3,2023-03,49,0,10,59,0.23,13.57
89,3,2023-04,59,0,0,59,0.26,15.34
89,3,2023-05,59,2,0,57,0.27,15.39
89,3,2023-06,57,5,0,52,0.27,14.04
89,3,2023-07,52,0,0,52,0.23,11.96
89,3,2023-08,52,3,0,49,0.23,11.27
89,3,2023-09,49,1,0,48,0.24,11.52
89,3,2023-10,48,0,0,48,0.25,12.0
89,3,2023-11,48,0,0,48,0.22,10.56
89,3,2023-12,48,9,16,55,0.25,13.75
89,3,2024-01,55,0,0,55,0.21,11.55
89,3,2024-02,55,0,0,55,0.21,11.55
89,3,2024-03,55,1,6,60,0.26,15.6
89,3,2024-04,60,3,0,57,0.26,14.82
89,3,2024-05,57,5,0,52,0.22,11.44
89,3,2024-06,52,0,0,52,0.26,13.52
89,3,2024-07,52,0,0,52,0.2,10.4
89,3,2024-08,52,0,0,52,0.21,10.92
89,3,2024-09,52,0,0,52,0.2,10.4
89,3,2024-10,52,0,7,59,0.2,11.8
89,3,2024-11,59,0,0,59,0.22,12.98
89,3,2024-12,59,4,0,55,0.21,11.55
89,3,2025-01,55,0,0,55,0.22,12.1
89,3,2025-02,55,0,0,55,0.25,13.75
89,3,2025-03,55,0,0,55,0.24,13.2
89,3,2025-04,55,0,0,55,0.24,13.2
89,3,2025-05,55,3,0,52,0.22,11.44
89,3,2025-06,52,0,0,52,0.2,10.4
89,3,2025-07,52,0,0,52,0.23,11.96
89,3,2025-08,52,0,0,52,0.27,14.04
89,3,2025-09,52,0,0,52,0.26,13.52
89,3,2025-10,52,0,0,52,0.25,13.0
89,3,2025-11,52,0,0,52,0.23,11.96
89,3,2025-12,52,4,0,48,0.25,12.0
89,4,2023-01,28,0,23,51,0.22,11.22
89,4,2023-02,51,0,0,51,0.26,13.26
89,4,2023-03,51,0,0,51,0.25,12.75
89,4,2023-04,51,0,0,51,0.26,13.26
89,4,2023-05,51,0,0,51,0.26,13.26
89,4,2023-06,51,0,7,58,0.23,13.34
89,4,2023-07,58,0,0,58,0.23,13.34
89,4,2023-08,58,1,0,57,0.27,15.39
89,4,2023-09,57,0,0,57,0.23,13.11
89,4,2023-10,57,0,0,57,0.22,12.54
89,4,2023-11,57,0,1,58,0.27,15.66
89,4,2023-12,58,3,0,55,0.26,14.3
89,4,2024-01,55,0,0,55,0.21,11.55
89,4,2024-02,55,1,0,54,0.22,11.88
89,4,2024-03,54,0,0,54,0.23,12.42
89,4,2024-04,54,0,0,54,0.26,14.04
89,4,2024-05,54,0,0,54,0.23,12.42
89,4,2024-06,54,0,0,54,0.27,14.58
89,4,2024-07,54,0,6,60,0.24,14.4
89,4,2024-08,60,0,0,60,0.26,15.6
89,4,2024-09,60,0,0,60,0.27,16.2
89,4,2024-10,60,0,0,60,0.23,13.8
89,4,2024-11,60,0,0,60,0.24,14.4
89,4,2024-12,60,8,0,52,0.21,10.92
89,4,2025-01,52,0,0,52,0.26,13.52
89,4,2025-02,52,0,3,55,0.21,11.55
89,4,2025-03,55,0,0,55,0.24,13.2
89,4,2025-04,55,0,0,55,0.2,11.0
89,4,2025-05,55,3,4,56,0.19,10.64
89,4,2025-06,56,0,0,56,0.23,12.88
89,4,2025-07,56,0,0,56,0.21,11.76
89,4,2025-08,56,0,0,56,0.24,13.44
89,4,2025-09,56,0,2,58,0.23,13.34
89,4,2025-10,58,0,0,58,0.19,11.02
89,4,2025-11,58,0,2,60,0.19,11.4
89,4,2025-12,60,1,0,59,0.23,13.57
89,5,2023-01,71,0,0,71,0.26,18.46
89,5,2023-02,71,0,0,71,0.25,17.75
89,5,2023-03,71,0,0,71,0.25,17.75
89,5,2023-04,71,0,0,71,0.23,16.33
89,5,2023-05,71,0,0,71,0.19,13.49
89,5,2023-06,71,0,0,71,0.25,17.75
89,5,2023-07,71,0,0,71,0.21,14.91
89,5,2023-08,71,4,0,67,0.23,15.41
89,5,2023-09,67,0,0,67,0.22,14.74
89,5,2023-10,67,0,0,67,0.23,15.41
89,5,2023-11,67,0,0,67,0.21,14.07
89,5,2023-12,67,18,0,49,0.24,11.76
89,5,2024-01,49,0,0,49,0.25,12.25
89,5,2024-02,49,1,0,48,0.27,12.96
89,5,2024-03,48,0,0,48,0.21,10.08
89,5,2024-04,48,0,0,48,0.24,11.52
89,5,2024-05,48,1,0,47,0.27,12.69
89,5,2024-06,47,0,0,47,0.23,10.81
89,5,2024-07,47,0,0,47,0.27,12.69
89,5,2024-08,47,0,0,47,0.23,10.81
89,5,2024-09,47,0,11,58,0.22,12.76
89,5,2024-10,58,0,0,58,0.25,14.5
89,5,2024-11,58,1,0,57,0.22,12.54
89,5,2024-12,57,10,0,47,0.27,12.69
89,5,2025-01,47,0,0,47,0.23,10.81
89,5,2025-02,47,0,0,47,0.21,9.87
89,5,2025-03,47,0,0,47,0.25,11.75
89,5,2025-04,47,0,0,47,0.23,10.81
89,5,2025-05,47,0,0,47,0.21,9.87
89,5,2025-06,47,0,0,47,0.26,12.22
89,5,2025-07,47,0,0,47,0.25,11.75
89,5,2025-08,47,9,14,52,0.23,11.96
89,5,2025-09,52,0,0,52,0.21,10.92
89,5,2025-10,52,0,0,52,0.26,13.52
89,5,2025-11,52,0,7,59,0.23,13.57
89,5,2025-12,59,3,0,56,0.23,12.88
89,6,2023-01,75,0,0,75,0.25,18.75
89,6,2023-02,75,1,0,74,0.25,18.5
89,6,2023-03,74,0,0,74,0.2,14.8
89,6,2023-04,74,0,0,74,0.24,17.76
89,6,2023-05,74,4,0,70,0.26,18.2
89,6,2023-06,70,0,0,70,0.21,14.7
89,6,2023-07,70,0,0,70,0.24,16.8
89,6,2023-08,70,1,0,69,0.25,17.25
89,6,2023-09,69,0,0,69,0.22,15.18
89,6,2023-10,69,0,0,69,0.23,15.87
89,6,2023-11,69,0,0,69,0.22,15.18
89,6,2023-12,69,5,0,64,0.22,14.08
89,6,2024-01,64,0,0,64,0.23,14.72
89,6,2024-02,64,0,0,64,0.26,16.64
89,6,2024-03,64,0,0,64,0.21,13.44
89,6,2024-04,64,0,0,64,0.27,17.28
89,6,2024-05,64,0,0,64,0.25,16.0
89,6,2024-06,64,0,0,64,0.23,14.72
89,6,2024-07,64,0,0,64,0.22,14.08
89,6,2024-08,64,0,0,64,0.23,14.72
89,6,2024-09,64,0,0,64,0.21,13.44
89,6,2024-10,64,0,0,64,0.23,14.72
89,6,2024-11,64,0,0,64,0.23,14.72
89,6,2024-12,64,4,0,60,0.25,15.0
89,6,2025-01,60,2,0,58,0.2,11.6
89,6,2025-02,58,1,0,57,0.27,15.39
89,6,2025-03,57,0,1,58,0.26,15.08
89,6,2025-04,58,0,0,58,0.48,27.84
89,6,2025-05,58,2,0,56,0.41,22.96
89,6,2025-06,56,0,0,56,0.39,21.84
89,6,2025-07,56,0,0,56,0.45,25.2
89,6,2025-08,56,1,0,55,0.4,22.0
89,6,2025-09,55,0,0,55,0.52,28.6
89,6,2025-10,55,0,0,55,0.51,28.05
89,6,2025-11,55,0,0,55,0.53,29.15
89,6,2025-12,55,15,0,40,0.39,15.6
89,7,2023-01,21,0,8,29,0.19,5.51
89,7,2023-02,29,0,0,29,0.25,7.25
89,7,2023-03,29,3,1,27,0.27,7.29
89,7,2023-04,27,0,16,43,0.19,8.17
89,7,2023-05,43,0,0,43,0.27,11.61
89,7,2023-06,43,0,0,43,0.2,8.6
89,7,2023-07,43,0,0,43,0.19,8.17
89,7,2023-08,43,0,0,43,0.27,11.61
89,7,2023-09,43,0,4,47,0.23,10.81
89,7,2023-10,47,0,7,54,0.21,11.34
89,7,2023-11,54,0,0,54,0.19,10.26
89,7,2023-12,54,12,0,42,0.22,9.24
89,7,2024-01,42,0,0,42,0.25,10.5
89,7,2024-02,42,0,0,42,0.2,8.4
89,7,2024-03,42,0,0,42,0.26,10.92
89,7,2024-04,42,0,0,42,0.2,8.4
89,7,2024-05,42,0,0,42,0.25,10.5
89,7,2024-06,42,0,0,42,0.19,7.98
89,7,2024-07,42,0,0,42,0.22,9.24
89,7,2024-08,42,2,0,40,0.19,7.6
89,7,2024-09,40,0,14,54,0.25,13.5
89,7,2024-10,54,0,0,54,0.21,11.34
89,7,2024-11,54,0,0,54,0.26,14.04
89,7,2024-12,54,13,0,41,0.23,9.43
89,7,2025-01,41,0,5,46,0.26,11.96
89,7,2025-02,46,0,0,46,0.26,11.96
89,7,2025-03,46,2,12,56,0.2,11.2
89,7,2025-04,56,0,0,56,0.36,20.16
89,7,2025-05,56,0,0,56,0.44,24.64
89,7,2025-06,56,0,0,56,0.41,22.96
89,7,2025-07,56,0,0,56,0.35,19.6
89,7,2025-08,56,0,0,56,0.37,20.72
89,7,2025-09,56,1,4,59,0.36,21.24
89,7,2025-10,59,2,0,57,0.47,26.79
89,7,2025-11,57,6,9,60,0.35,21.0
89,7,2025-12,60,9,0,51,0.34,17.34
89,8,2023-01,68,0,0,68,0.2,13.6
89,8,2023-02,68,0,0,68,0.26,17.68
89,8,2023-03,68,0,0,68,0.26,17.68
89,8,2023-04,68,0,0,68,0.24,16.32
89,8,2023-05,68,3,0,65,0.24,15.6
89,8,2023-06,65,0,0,65,0.21,13.65
89,8,2023-07,65,0,0,65,0.21,13.65
89,8,2023-08,65,0,0,65,0.27,17.55
89,8,2023-09,65,0,0,65,0.27,17.55
89,8,2023-10,65,0,0,65,0.2,13.0
89,8,2023-11,65,1,0,64,0.27,17.28
89,8,2023-12,64,6,0,58,0.21,12.18
89,8,2024-01,58,0,0,58,0.26,15.08
89,8,2024-02,58,0,0,58,0.27,15.66
89,8,2024-03,58,0,0,58,0.21,12.18
89,8,2024-04,58,0,0,58,0.23,13.34
89,8,2024-05,58,0,0,58,0.24,13.92
89,8,2024-06,58,0,0,58,0.19,11.02
89,8,2024-07,58,0,0,58,0.21,12.18
89,8,2024-08,58,0,0,58,0.23,13.34
89,8,2024-09,58,0,0,58,0.22,12.76
89,8,2024-10,58,0,0,58,0.22,12.76
89,8,2024-11,58,0,0,58,0.26,15.08
89,8,2024-12,58,3,0,55,0.25,13.75
89,8,2025-01,55,1,0,54,0.25,13.5
89,8,2025-02,54,0,0,54,0.22,11.88
89,8,2025-03,54,0,5,59,0.23,13.57
89,8,2025-04,59,0,0,59,0.22,12.98
89,8,2025-05,59,0,0,59,0.24,14.16
89,8,2025-06,59,1,0,58,0.26,15.08
89,8,2025-07,58,0,0,58,0.26,15.08
89,8,2025-08,58,2,0,56,0.25,14.0
89,8,2025-09,56,0,0,56,0.23,12.88
89,8,2025-10,56,0,0,56,0.22,12.32
89,8,2025-11,56,0,0,56,0.24,13.44
89,8,2025-12,56,0,0,56,0.25,14.0
89,9,2023-01,56,0,0,56,0.27,15.12
89,9,2023-02,56,0,0,56,0.19,10.64
89,9,2023-03,56,0,0,56,0.26,14.56
89,9,2023-04,56,0,0,56,0.23,12.88
89,9,2023-05,56,4,0,52,0.27,14.04
89,9,2023-06,52,0,0,52,0.19,9.88
89,9,2023-07,52,0,0,52,0.21,10.92
89,9,2023-08,52,0,0,52,0.23,11.96
89,9,2023-09,52,0,0,52,0.23,11.96
89,9,2023-10,52,0,3,55,0.22,12.1
89,9,2023-11,55,0,0,55,0.27,14.85
89,9,2023-12,55,8,0,47,0.19,8.93
89,9,2024-01,47,0,0,47,0.23,10.81
89,9,2024-02,47,0,0,47,0.24,11.28
89,9,2024-03,47,0,0,47,0.19,8.93
89,9,2024-04,47,0,0,47,0.25,11.75
89,9,2024-05,47,3,0,44,0.22,9.68
89,9,2024-06,44,0,0,44,0.19,8.36
89,9,2024-07,44,0,0,44,0.19,8.36
89,9,2024-08,44,0,2,46,0.23,10.58
89,9,2024-09,46,0,0,46,0.23,10.58
89,9,2024-10,46,0,0,46,0.23,10.58
89,9,2024-11,46,0,14,60,0.26,15.6
89,9,2024-12,60,10,8,58,0.2,11.6
89,9,2025-01,58,0,0,58,0.22,12.76
89,9,2025-02,58,0,0,58,0.27,15.66
89,9,2025-03,58,0,0,58,0.21,12.18
89,9,2025-04,58,0,0,58,0.21,12.18
89,9,2025-05,58,1,0,57,0.23,13.11
89,9,2025-06,57,0,0,57,0.26,14.82
89,9,2025-07,57,0,0,57,0.21,11.97
89,9,2025-08,57,0,0,57,0.27,15.39
89,9,2025-09,57,5,0,52,0.26,13.52
89,9,2025-10,52,0,3,55,0.21,11.55
89,9,2025-11,55,0,0,55,0.23,12.65
89,9,2025-12,55,2,3,56,0.19,10.64
89,10,2023-01,61,1,0,60,0.21,12.6
89,10,2023-02,60,0,0,60,0.22,13.2
89,10,2023-03,60,1,0,59,0.21,12.39
89,10,2023-04,59,0,0,59,0.24,14.16
89,10,2023-05,59,5,0,54,0.26,14.04
89,10,2023-06,54,0,0,54,0.2,10.8
89,10,2023-07,54,0,0,54,0.21,11.34
89,10,2023-08,54,0,0,54,0.26,14.04
89,10,2023-09,54,0,0,54,0.27,14.58
89,10,2023-10,54,0,0,54,0.24,12.96
89,10,2023-11,54,0,0,54,0.27,14.58
89,10,2023-12,54,9,0,45,0.23,10.35
89,10,2024-01,45,0,5,50,0.24,12.0
89,10,2024-02,50,1,1,50,0.2,10.0
89,10,2024-03,50,2,0,48,0.21,10.08
89,10,2024-04,48,0,0,48,0.19,9.12
89,10,2024-05,48,0,0,48,0.19,9.12
89,10,2024-06,48,4,1,45,0.21,9.45
